@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.4468,3.5227,1.4763,0.1893,Iris-setosa
5.059,3.4419,1.6386,0.2041,Iris-setosa
5.2529,3.4823,1.5574,0.1966,Iris-setosa
5.0413,3.3967,1.3334,0.1998,Iris-setosa
5.1818,3.5839,1.306,0.125,Iris-setosa
5.1115,3.4903,1.3197,0.1624,Iris-setosa
5.3779,3.423,1.4133,0.1869,Iris-setosa
5.1116,3.3824,1.6668,0.2005,Iris-setosa
5.2447,3.4027,1.54,0.1937,Iris-setosa
4.7582,3.2812,1.3019,0.198,Iris-setosa
5.5148,3.7214,1.5033,0.1214,Iris-setosa
5.1365,3.5013,1.4026,0.1597,Iris-setosa
5.3779,3.5595,1.4006,0.1986,Iris-setosa
5.2606,3.7168,1.5992,0.2473,Iris-setosa
5.3192,3.6381,1.4999,0.2229,Iris-setosa
5.3167,3.2602,1.3397,0.1935,Iris-setosa
4.6997,3.6664,1.1988,0.2473,Iris-setosa
5.0082,3.4633,1.2692,0.2204,Iris-setosa
5.0642,3.5332,1.409,0.1863,Iris-setosa
4.7523,3.332,1.633,0.1538,Iris-setosa
4.9082,3.4326,1.5209,0.17,Iris-setosa
5.3014,3.381,1.4846,0.2076,Iris-setosa
5.3833,3.7168,1.3229,0.2401,Iris-setosa
5.3423,3.5489,1.4037,0.2238,Iris-setosa
5.0719,3.612,1.323,0.2082,Iris-setosa
5.506,3.3778,1.4526,0.17,Iris-setosa
5.2889,3.4949,1.3878,0.1891,Iris-setosa
5.3091,3.696,1.4384,0.1941,Iris-setosa
5.3746,3.6756,1.3793,0.2131,Iris-setosa
5.3418,3.6858,1.4088,0.2036,Iris-setosa
5.3855,3.4702,1.5056,0.2157,Iris-setosa
4.9714,3.5794,1.2383,0.2833,Iris-setosa
5.1784,3.5248,1.3719,0.2495,Iris-setosa
4.8653,3.3495,1.4426,0.1947,Iris-setosa
4.7085,3.6939,1.1819,0.2653,Iris-setosa
4.7869,3.5217,1.3122,0.23,Iris-setosa
4.7889,3.3022,1.4238,0.1992,Iris-setosa
4.726,3.364,1.5372,0.2581,Iris-setosa
4.7574,3.3331,1.4805,0.2286,Iris-setosa
5.4162,3.381,1.3019,0.186,Iris-setosa
4.9802,3.4373,1.1537,0.2599,Iris-setosa
5.1982,3.4091,1.2278,0.2229,Iris-setosa
4.8118,3.4597,1.3734,0.2088,Iris-setosa
5.1029,3.5381,1.2721,0.2293,Iris-setosa
4.9573,3.4989,1.3227,0.219,Iris-setosa
4.9342,3.2655,1.3985,0.1908,Iris-setosa
5.3833,3.5564,1.3003,0.2527,Iris-setosa
5.1587,3.4109,1.3494,0.2217,Iris-setosa
5.3702,3.6172,1.428,0.1974,Iris-setosa
5.0853,3.6435,1.5653,0.2797,Iris-setosa
5.2277,3.6303,1.4966,0.2385,Iris-setosa
5.1102,3.4282,1.4658,0.2124,Iris-setosa
5.4535,3.2999,1.3116,0.1682,Iris-setosa
5.2818,3.364,1.3887,0.1903,Iris-setosa
4.9878,3.4072,1.4763,0.2025,Iris-setosa
4.7698,3.2999,1.4864,0.125,Iris-setosa
4.8788,3.3535,1.4813,0.1637,Iris-setosa
5.3091,3.3022,1.3544,0.2133,Iris-setosa
5.322,3.5244,1.5033,0.1358,Iris-setosa
5.3155,3.4133,1.4288,0.1745,Iris-setosa
