@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.101,3.4807,1.3889,0.2022,Iris-setosa
5.0766,3.5308,1.4424,0.2131,Iris-setosa
5.0888,3.5057,1.4156,0.2076,Iris-setosa
5.1683,3.5143,1.3935,0.1996,Iris-setosa
5.0415,3.4832,1.4075,0.198,Iris-setosa
5.1049,3.4987,1.4005,0.1988,Iris-setosa
5.078,3.4965,1.4086,0.1982,Iris-setosa
5.173,3.5528,1.3906,0.2099,Iris-setosa
5.1255,3.5246,1.3996,0.204,Iris-setosa
5.0857,3.5217,1.4196,0.1984,Iris-setosa
5.1835,3.4703,1.386,0.2221,Iris-setosa
5.1346,3.496,1.4028,0.2102,Iris-setosa
5.1866,3.4776,1.391,0.1984,Iris-setosa
5.1572,3.5308,1.4154,0.1944,Iris-setosa
5.1719,3.5042,1.4032,0.1964,Iris-setosa
5.1392,3.5668,1.4128,0.202,Iris-setosa
5.1782,3.5592,1.368,0.2225,Iris-setosa
5.1586,3.563,1.3904,0.2122,Iris-setosa
5.1331,3.5416,1.4091,0.201,Iris-setosa
5.0643,3.496,1.4289,0.2016,Iris-setosa
5.0987,3.5188,1.419,0.2013,Iris-setosa
5.0566,3.5605,1.4019,0.1986,Iris-setosa
5.0783,3.5253,1.465,0.2236,Iris-setosa
5.0674,3.5429,1.4334,0.2111,Iris-setosa
5.1423,3.5385,1.4246,0.1995,Iris-setosa
5.1782,3.4859,1.4063,0.2175,Iris-setosa
5.1602,3.5122,1.4154,0.2085,Iris-setosa
5.104,3.4786,1.3885,0.1987,Iris-setosa
5.2098,3.5574,1.386,0.1926,Iris-setosa
5.1569,3.518,1.3872,0.1956,Iris-setosa
5.1713,3.5332,1.3893,0.2002,Iris-setosa
5.0853,3.4822,1.4052,0.1948,Iris-setosa
5.1282,3.5077,1.3972,0.1975,Iris-setosa
5.1744,3.5259,1.3885,0.2,Iris-setosa
5.1607,3.4969,1.4548,0.2049,Iris-setosa
5.1675,3.5114,1.4216,0.2024,Iris-setosa
5.0979,3.4923,1.4015,0.1999,Iris-setosa
5.0468,3.4731,1.4537,0.2124,Iris-setosa
5.0723,3.4827,1.4276,0.2061,Iris-setosa
5.2004,3.5122,1.4112,0.1991,Iris-setosa
5.1712,3.5427,1.412,0.2225,Iris-setosa
5.1858,3.5274,1.4116,0.2108,Iris-setosa
5.0918,3.4923,1.4002,0.2032,Iris-setosa
