@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.1244,3.4979,1.3966,0.202,Iris-setosa
5.1222,3.5274,1.4015,0.2002,Iris-setosa
5.1233,3.5126,1.399,0.2011,Iris-setosa
5.1479,3.4881,1.4072,0.1984,Iris-setosa
5.0859,3.5152,1.4225,0.1913,Iris-setosa
5.1168,3.5016,1.4148,0.1948,Iris-setosa
5.0918,3.4888,1.3865,0.2017,Iris-setosa
5.1222,3.492,1.3684,0.1988,Iris-setosa
5.107,3.4904,1.3774,0.2002,Iris-setosa
5.1091,3.4958,1.4044,0.1998,Iris-setosa
5.0871,3.5146,1.3909,0.1892,Iris-setosa
5.0981,3.5052,1.3976,0.1945,Iris-setosa
5.0918,3.4727,1.4041,0.1993,Iris-setosa
5.1502,3.4853,1.3774,0.1954,Iris-setosa
5.121,3.479,1.3907,0.1973,Iris-setosa
5.0979,3.4804,1.3985,0.1982,Iris-setosa
5.1222,3.5103,1.4082,0.2091,Iris-setosa
5.11,3.4953,1.4033,0.2036,Iris-setosa
5.1346,3.5266,1.4016,0.2006,Iris-setosa
5.0883,3.5268,1.3766,0.2057,Iris-setosa
5.1114,3.5267,1.3891,0.2031,Iris-setosa
5.0836,3.4727,1.4081,0.1993,Iris-setosa
5.0637,3.4908,1.3781,0.2021,Iris-setosa
5.0736,3.4817,1.3931,0.2007,Iris-setosa
5.1285,3.4699,1.3988,0.1984,Iris-setosa
5.1257,3.5238,1.3872,0.204,Iris-setosa
5.1271,3.4968,1.393,0.2012,Iris-setosa
5.053,3.4958,1.3918,0.1995,Iris-setosa
5.0532,3.4883,1.3646,0.2023,Iris-setosa
5.0531,3.492,1.3782,0.2009,Iris-setosa
5.0765,3.5203,1.4011,0.2,Iris-setosa
5.1502,3.5048,1.4,0.1942,Iris-setosa
5.1133,3.5125,1.4005,0.1971,Iris-setosa
5.1326,3.5063,1.4005,0.2004,Iris-setosa
5.1268,3.4706,1.3736,0.211,Iris-setosa
5.1297,3.4884,1.387,0.2057,Iris-setosa
5.1305,3.4706,1.3941,0.1985,Iris-setosa
5.0555,3.4902,1.406,0.2103,Iris-setosa
5.093,3.4804,1.4,0.2044,Iris-setosa
5.1193,3.4783,1.3882,0.2006,Iris-setosa
5.0731,3.5097,1.4187,0.1949,Iris-setosa
5.0961,3.494,1.4034,0.1977,Iris-setosa
5.0755,3.5245,1.3921,0.2,Iris-setosa
5.0427,3.4761,1.4052,0.1968,Iris-setosa
5.0591,3.5003,1.3986,0.1984,Iris-setosa
5.1091,3.4902,1.4089,0.1992,Iris-setosa
5.1432,3.4981,1.4037,0.21,Iris-setosa
5.1261,3.4941,1.4062,0.2046,Iris-setosa
5.0561,3.5238,1.3943,0.2006,Iris-setosa
5.1502,3.528,1.4015,0.2074,Iris-setosa
5.1031,3.5259,1.3979,0.204,Iris-setosa
5.1224,3.5077,1.3932,0.199,Iris-setosa
5.1303,3.5036,1.3804,0.2069,Iris-setosa
5.1263,3.5056,1.3868,0.2029,Iris-setosa
5.1448,3.4762,1.4086,0.1998,Iris-setosa
5.0848,3.4822,1.4075,0.2098,Iris-setosa
5.1148,3.4792,1.408,0.2047,Iris-setosa
5.051,3.5245,1.4014,0.2001,Iris-setosa
5.0509,3.4902,1.3691,0.1978,Iris-setosa
5.0509,3.5073,1.3852,0.1989,Iris-setosa
5.0806,3.4748,1.3949,0.1992,Iris-setosa
5.1385,3.5079,1.3729,0.2052,Iris-setosa
5.1095,3.4913,1.3839,0.2022,Iris-setosa
5.1132,3.4874,1.4072,0.1988,Iris-setosa
5.1175,3.5018,1.427,0.188,Iris-setosa
5.1153,3.4946,1.4171,0.1934,Iris-setosa
5.051,3.4671,1.3966,0.198,Iris-setosa
5.156,3.4926,1.4218,0.2071,Iris-setosa
5.1035,3.4798,1.4092,0.2025,Iris-setosa
5.1387,3.5154,1.3921,0.1991,Iris-setosa
5.142,3.5054,1.4263,0.1937,Iris-setosa
5.1403,3.5104,1.4091,0.1964,Iris-setosa
5.0694,3.4685,1.3935,0.2011,Iris-setosa
5.149,3.4877,1.4007,0.2035,Iris-setosa
5.1091,3.4781,1.3971,0.2022,Iris-setosa
5.1438,3.4951,1.3865,0.1998,Iris-setosa
5.0509,3.4853,1.3954,0.1923,Iris-setosa
5.0973,3.4902,1.3909,0.196,Iris-setosa
5.1377,3.5105,1.3865,0.2014,Iris-setosa
5.0883,3.4743,1.3631,0.2103,Iris-setosa
5.1129,3.4924,1.3748,0.2058,Iris-setosa
5.0622,3.4965,1.4053,0.1993,Iris-setosa
5.0555,3.4828,1.4105,0.1964,Iris-setosa
5.0588,3.4896,1.4079,0.1978,Iris-setosa
5.052,3.5007,1.4041,0.2004,Iris-setosa
5.1432,3.4908,1.409,0.21,Iris-setosa
5.0976,3.4957,1.4065,0.2052,Iris-setosa
5.1204,3.5098,1.4095,0.2004,Iris-setosa
5.1116,3.5305,1.3954,0.2071,Iris-setosa
5.116,3.5201,1.4024,0.2037,Iris-setosa
5.1132,3.4692,1.3983,0.1984,Iris-setosa
5.149,3.4774,1.3684,0.1968,Iris-setosa
5.1311,3.4733,1.3833,0.1976,Iris-setosa
5.0642,3.4657,1.4106,0.2011,Iris-setosa
5.156,3.4932,1.3797,0.2067,Iris-setosa
5.11,3.4794,1.3951,0.2039,Iris-setosa
5.0847,3.5203,1.4011,0.2006,Iris-setosa
5.1011,3.4853,1.3721,0.2093,Iris-setosa
5.0929,3.5028,1.3866,0.2049,Iris-setosa
5.0663,3.5154,1.3885,0.2014,Iris-setosa
5.0532,3.4987,1.4218,0.1904,Iris-setosa
5.0597,3.507,1.4051,0.1959,Iris-setosa
5.1061,3.4664,1.3994,0.1998,Iris-setosa
5.142,3.5207,1.4097,0.2014,Iris-setosa
5.124,3.4935,1.4045,0.2006,Iris-setosa
5.151,3.4706,1.3896,0.2009,Iris-setosa
5.0532,3.4725,1.3992,0.1901,Iris-setosa
5.1021,3.4715,1.3944,0.1955,Iris-setosa
5.1081,3.4951,1.3868,0.1992,Iris-setosa
5.1105,3.4828,1.4308,0.1997,Iris-setosa
5.1093,3.4889,1.4088,0.1994,Iris-setosa
5.0734,3.5266,1.3974,0.1998,Iris-setosa
5.0509,3.4969,1.3804,0.2002,Iris-setosa
5.0621,3.5117,1.3889,0.2,Iris-setosa
5.102,3.5343,1.3927,0.1987,Iris-setosa
5.0871,3.4749,1.424,0.1904,Iris-setosa
5.0945,3.5046,1.4083,0.1945,Iris-setosa
5.1234,3.5196,1.4044,0.1996,Iris-setosa
5.0941,3.4908,1.3812,0.1935,Iris-setosa
5.1087,3.5052,1.3928,0.1965,Iris-setosa
5.0724,3.5336,1.3896,0.202,Iris-setosa
5.156,3.4951,1.3917,0.205,Iris-setosa
5.1142,3.5143,1.3906,0.2035,Iris-setosa
5.052,3.5126,1.4089,0.2008,Iris-setosa
5.1233,3.4957,1.406,0.1913,Iris-setosa
5.0876,3.5041,1.4074,0.196,Iris-setosa
5.0969,3.4937,1.3921,0.1983,Iris-setosa
5.0415,3.5122,1.4015,0.211,Iris-setosa
5.0692,3.5029,1.3967,0.2046,Iris-setosa
5.1112,3.4776,1.4081,0.1986,Iris-setosa
5.1479,3.489,1.3676,0.2,Iris-setosa
5.1295,3.4833,1.3878,0.1993,Iris-setosa
5.103,3.5182,1.396,0.2007,Iris-setosa
5.1035,3.4975,1.3781,0.2023,Iris-setosa
5.1032,3.5078,1.387,0.2015,Iris-setosa
5.101,3.4832,1.4005,0.2003,Iris-setosa
5.0485,3.4896,1.4308,0.2007,Iris-setosa
5.0747,3.4864,1.4156,0.2005,Iris-setosa
5.1091,3.4797,1.4014,0.1997,Iris-setosa
5.1549,3.5164,1.4248,0.199,Iris-setosa
5.132,3.498,1.4131,0.1993,Iris-setosa
5.1428,3.4741,1.3974,0.1984,Iris-setosa
5.0848,3.5232,1.3714,0.1935,Iris-setosa
5.1138,3.4986,1.3843,0.1959,Iris-setosa
5.1193,3.4846,1.4125,0.2004,Iris-setosa
5.0707,3.5262,1.4353,0.2091,Iris-setosa
5.095,3.5054,1.4239,0.2047,Iris-setosa
5.1091,3.5021,1.3958,0.2011,Iris-setosa
5.1432,3.5177,1.4202,0.1947,Iris-setosa
5.1261,3.5099,1.408,0.1979,Iris-setosa
5.1183,3.5,1.3921,0.1999,Iris-setosa
5.0602,3.4926,1.4202,0.193,Iris-setosa
5.0892,3.4963,1.4061,0.1964,Iris-setosa
5.1438,3.4944,1.4027,0.1995,Iris-setosa
5.0777,3.4993,1.415,0.2047,Iris-setosa
5.1107,3.4968,1.4088,0.2021,Iris-setosa
5.0897,3.4874,1.414,0.1995,Iris-setosa
5.045,3.47,1.3691,0.1884,Iris-setosa
5.0673,3.4787,1.3915,0.1939,Iris-setosa
5.0683,3.4755,1.4075,0.1982,Iris-setosa
5.0929,3.5195,1.3917,0.1908,Iris-setosa
5.0806,3.4974,1.3996,0.1945,Iris-setosa
5.105,3.4951,1.396,0.2018,Iris-setosa
5.1549,3.4792,1.3894,0.2047,Iris-setosa
5.1299,3.4871,1.3927,0.2032,Iris-setosa
5.0775,3.4818,1.3949,0.1995,Iris-setosa
5.1362,3.4987,1.4105,0.2035,Iris-setosa
5.1068,3.4902,1.4027,0.2015,Iris-setosa
5.1285,3.4762,1.412,0.1982,Iris-setosa
5.0801,3.5305,1.4187,0.2055,Iris-setosa
5.1043,3.5033,1.4153,0.2018,Iris-setosa
5.0836,3.4818,1.3871,0.1993,Iris-setosa
5.0976,3.4908,1.3947,0.2098,Iris-setosa
5.0906,3.4863,1.3909,0.2045,Iris-setosa
5.1204,3.5189,1.4016,0.2007,Iris-setosa
5.0567,3.5287,1.4007,0.1894,Iris-setosa
5.0885,3.5238,1.4011,0.195,Iris-setosa
5.103,3.5224,1.398,0.1991,Iris-setosa
5.0579,3.4725,1.3781,0.1894,Iris-setosa
5.0804,3.4974,1.388,0.1942,Iris-setosa
5.1112,3.4874,1.4011,0.2001,Iris-setosa
5.1385,3.4731,1.3924,0.1899,Iris-setosa
5.1248,3.4802,1.3967,0.195,Iris-setosa
5.101,3.5077,1.3893,0.1989,Iris-setosa
5.1151,3.5122,1.3729,0.1976,Iris-setosa
5.108,3.5099,1.3811,0.1982,Iris-setosa
5.0744,3.5196,1.4,0.2013,Iris-setosa
5.0848,3.4786,1.4338,0.1992,Iris-setosa
5.0796,3.4991,1.4169,0.2002,Iris-setosa
5.0694,3.4706,1.3955,0.2013,Iris-setosa
5.0906,3.5006,1.3872,0.2098,Iris-setosa
5.08,3.4856,1.3913,0.2055,Iris-setosa
5.0602,3.4937,1.3949,0.202,Iris-setosa
5.1525,3.4725,1.3857,0.1908,Iris-setosa
