@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.0897,3.5616,1.4072,0.1984,Iris-setosa
5.0906,3.445,1.3293,0.1908,Iris-setosa
5.0901,3.5033,1.3682,0.1946,Iris-setosa
5.1938,3.437,1.3832,0.1988,Iris-setosa
5.2051,3.5293,1.3594,0.1928,Iris-setosa
5.1994,3.4831,1.3713,0.1958,Iris-setosa
5.1815,3.5014,1.4229,0.1978,Iris-setosa
5.2004,3.5415,1.3353,0.2124,Iris-setosa
5.1909,3.5214,1.3791,0.2051,Iris-setosa
5.0061,3.5336,1.4022,0.1985,Iris-setosa
5.0462,3.5427,1.3669,0.2211,Iris-setosa
5.0261,3.5381,1.3845,0.2098,Iris-setosa
5.1061,3.563,1.3798,0.1971,Iris-setosa
5.1397,3.4902,1.433,0.2071,Iris-setosa
5.1228,3.5266,1.4064,0.2021,Iris-setosa
5.0224,3.444,1.414,0.2027,Iris-setosa
5.1046,3.5476,1.4481,0.2004,Iris-setosa
5.0634,3.4958,1.431,0.2015,Iris-setosa
5.1734,3.5434,1.3871,0.2012,Iris-setosa
5.1233,3.5537,1.4315,0.2196,Iris-setosa
5.1483,3.5485,1.4093,0.2103,Iris-setosa
5.0571,3.5098,1.4011,0.2032,Iris-setosa
5.0579,3.5366,1.3714,0.2191,Iris-setosa
5.0575,3.5232,1.3862,0.2111,Iris-setosa
5.1346,3.563,1.4095,0.2015,Iris-setosa
5.0929,3.5134,1.3969,0.2004,Iris-setosa
5.1137,3.5382,1.4032,0.2009,Iris-setosa
5.153,3.528,1.377,0.1999,Iris-setosa
5.2028,3.5073,1.4405,0.2038,Iris-setosa
5.1778,3.5176,1.4087,0.2018,Iris-setosa
5.0245,3.5658,1.3955,0.2011,Iris-setosa
5.128,3.5012,1.3563,0.2052,Iris-setosa
5.0762,3.5335,1.3759,0.2031,Iris-setosa
5.1428,3.5392,1.4089,0.2008,Iris-setosa
5.135,3.5513,1.3729,0.2239,Iris-setosa
5.1388,3.5452,1.3909,0.2123,Iris-setosa
5.155,3.521,1.396,0.1999,Iris-setosa
5.0579,3.539,1.415,0.1779,Iris-setosa
5.1064,3.53,1.4055,0.1889,Iris-setosa
5.1,3.4944,1.3972,0.1992,Iris-setosa
5.0041,3.5329,1.3293,0.1884,Iris-setosa
5.052,3.5136,1.3632,0.1938,Iris-setosa
5.051,3.472,1.4,0.1975,Iris-setosa
5.0345,3.5415,1.4405,0.2225,Iris-setosa
5.0427,3.5067,1.4202,0.21,Iris-setosa
5.1,3.4832,1.3966,0.1999,Iris-setosa
5.149,3.4804,1.3909,0.1812,Iris-setosa
5.1244,3.4818,1.3937,0.1905,Iris-setosa
5.0081,3.57,1.3843,0.202,Iris-setosa
5.121,3.4535,1.403,0.1918,Iris-setosa
5.0645,3.5117,1.3936,0.1969,Iris-setosa
5.0347,3.4916,1.3798,0.1993,Iris-setosa
5.1794,3.4645,1.3834,0.1808,Iris-setosa
5.107,3.478,1.3816,0.19,Iris-setosa
5.1122,3.4664,1.3932,0.1972,Iris-setosa
5.1373,3.4584,1.3323,0.1856,Iris-setosa
5.1247,3.4624,1.3627,0.1913,Iris-setosa
5.155,3.4482,1.4196,0.1981,Iris-setosa
4.9995,3.5354,1.4646,0.2143,Iris-setosa
5.0772,3.4918,1.4421,0.2062,Iris-setosa
5.0612,3.4888,1.3893,0.1971,Iris-setosa
4.9831,3.5378,1.3924,0.1774,Iris-setosa
5.0221,3.5133,1.3908,0.1872,Iris-setosa
5.0714,3.444,1.4151,0.1996,Iris-setosa
5.1818,3.4596,1.3428,0.2033,Iris-setosa
5.1266,3.4518,1.3789,0.2014,Iris-setosa
5.1836,3.4356,1.4229,0.2004,Iris-setosa
5.0672,3.4767,1.3849,0.2047,Iris-setosa
5.1254,3.4561,1.4039,0.2025,Iris-setosa
5.1612,3.5042,1.3876,0.1983,Iris-setosa
5.0532,3.4755,1.3293,0.1966,Iris-setosa
