@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.2902,3.2249,1.274,0.1918,Iris-setosa
5.4289,3.2541,1.6402,0.2766,Iris-setosa
5.3595,3.2395,1.4571,0.2342,Iris-setosa
4.6506,3.5441,1.3484,0.1972,Iris-setosa
5.662,3.4398,1.6259,0.2857,Iris-setosa
5.1563,3.4919,1.4871,0.2414,Iris-setosa
4.8444,3.6039,1.4149,0.1934,Iris-setosa
4.896,3.7357,1.5759,0.19,Iris-setosa
4.8702,3.6698,1.4954,0.1916,Iris-setosa
5.0867,3.8367,1.4761,0.2055,Iris-setosa
5.4955,3.3934,1.2331,0.313,Iris-setosa
5.2911,3.615,1.3546,0.2592,Iris-setosa
4.7669,3.4177,1.4468,0.2131,Iris-setosa
5.1847,3.4398,1.5902,0.092,Iris-setosa
4.9757,3.4287,1.5185,0.1525,Iris-setosa
5.1545,3.2515,1.4602,0.1998,Iris-setosa
5.5621,3.6545,1.3259,0.1376,Iris-setosa
5.3583,3.453,1.393,0.1687,Iris-setosa
5.5518,3.4643,1.532,0.207,Iris-setosa
4.6074,3.6545,1.3973,0.1148,Iris-setosa
5.0796,3.5594,1.4646,0.1608,Iris-setosa
5.5712,3.5241,1.3777,0.2086,Iris-setosa
5.1514,3.4224,1.7544,0.2675,Iris-setosa
5.3613,3.4732,1.566,0.238,Iris-setosa
5.6099,3.5707,1.524,0.1846,Iris-setosa
5.2735,3.7183,1.7187,0.1718,Iris-setosa
5.4417,3.6445,1.6213,0.1782,Iris-setosa
5.2902,3.7702,1.532,0.1918,Iris-setosa
5.3845,3.6139,1.3973,0.1034,Iris-setosa
5.3373,3.692,1.4646,0.1476,Iris-setosa
5.1642,3.717,1.2926,0.1869,Iris-setosa
4.6518,3.3005,1.383,0.2857,Iris-setosa
4.9079,3.5087,1.3378,0.2363,Iris-setosa
4.9704,3.5441,1.4069,0.1884,Iris-setosa
4.896,3.2251,1.5544,0.1467,Iris-setosa
4.9331,3.3846,1.4806,0.1675,Iris-setosa
5.0382,3.2581,1.4202,0.1854,Iris-setosa
4.6962,3.7589,1.3616,0.1763,Iris-setosa
4.8672,3.5085,1.3908,0.1808,Iris-setosa
5.5906,3.3712,1.4016,0.2154,Iris-setosa
4.7073,3.3353,1.7473,0.1217,Iris-setosa
5.1489,3.3532,1.5744,0.1685,Iris-setosa
4.641,3.3446,1.4149,0.1949,Iris-setosa
5.3956,3.6081,1.2616,0.2151,Iris-setosa
5.0183,3.4763,1.3382,0.205,Iris-setosa
5.4646,3.584,1.3857,0.1861,Iris-setosa
4.7517,3.4514,1.3402,0.2401,Iris-setosa
5.1081,3.5177,1.3629,0.2131,Iris-setosa
4.9607,3.3845,1.4442,0.1979,Iris-setosa
5.4067,3.2599,1.2188,0.3016,Iris-setosa
5.1837,3.3222,1.3315,0.2497,Iris-setosa
4.8251,3.4909,1.4761,0.2097,Iris-setosa
5.4733,3.6661,1.283,0.108,Iris-setosa
5.1492,3.5785,1.3795,0.1588,Iris-setosa
4.9316,3.7236,1.3937,0.1858,Iris-setosa
4.5741,3.3644,1.3188,0.1923,Iris-setosa
4.7528,3.5439,1.3562,0.189,Iris-setosa
5.3289,3.2115,1.4389,0.1975,Iris-setosa
4.9515,3.6081,1.1331,0.149,Iris-setosa
5.1402,3.4098,1.286,0.1732,Iris-setosa
5.0964,3.697,1.3803,0.2059,Iris-setosa
5.0626,3.7357,1.1759,0.19,Iris-setosa
5.0794,3.7163,1.2781,0.1979,Iris-setosa
5.4549,3.7037,1.532,0.1835,Iris-setosa
4.8183,3.4862,1.6901,0.1194,Iris-setosa
5.1365,3.5949,1.611,0.1514,Iris-setosa
4.796,3.5574,1.3484,0.2044,Iris-setosa
4.9404,3.4398,1.4473,0.0966,Iris-setosa
4.8682,3.4986,1.3978,0.1505,Iris-setosa
5.5809,3.4842,1.4628,0.1865,Iris-setosa
5.2957,3.3411,1.483,0.2538,Iris-setosa
5.4383,3.4126,1.4729,0.2201,Iris-setosa
5.5324,3.3712,1.4336,0.1827,Iris-setosa
5.0292,3.5732,1.5187,0.1604,Iris-setosa
5.2808,3.4722,1.4761,0.1715,Iris-setosa
5.0189,3.8234,1.4628,0.1827,Iris-setosa
5.107,3.6255,1.5544,0.1741,Iris-setosa
5.0629,3.7244,1.5086,0.1784,Iris-setosa
4.8057,3.3845,1.3697,0.1835,Iris-setosa
5.4511,3.6255,1.5473,0.247,Iris-setosa
5.1284,3.505,1.4584,0.2152,Iris-setosa
5.4162,3.7303,1.3857,0.1945,Iris-setosa
5.3845,3.3063,1.1545,0.2993,Iris-setosa
5.4003,3.5183,1.2701,0.2469,Iris-setosa
5.2417,3.4044,1.4761,0.2082,Iris-setosa
4.8849,3.6777,1.7401,0.2333,Iris-setosa
5.0633,3.541,1.608,0.2207,Iris-setosa
5.5615,3.298,1.3405,0.1858,Iris-setosa
4.674,3.3411,1.0831,0.1399,Iris-setosa
5.1177,3.3195,1.2118,0.1628,Iris-setosa
5.0867,3.5108,1.5001,0.1926,Iris-setosa
5.6065,3.7415,1.1973,0.1285,Iris-setosa
5.3466,3.6261,1.3487,0.1605,Iris-setosa
5.1739,3.2049,1.3697,0.1998,Iris-setosa
5.4289,3.3411,1.5116,0.2219,Iris-setosa
5.3013,3.2729,1.4406,0.2108,Iris-setosa
