@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.1612,3.7058,1.3899,0.1899,Iris-setosa
5.3664,3.4157,1.3188,0.2244,Iris-setosa
5.2638,3.5607,1.3543,0.2071,Iris-setosa
5.2223,3.479,1.4,0.1971,Iris-setosa
5.3874,3.4706,1.2917,0.2647,Iris-setosa
5.3048,3.4748,1.3458,0.2309,Iris-setosa
4.9531,3.4538,1.4268,0.1892,Iris-setosa
4.7494,3.6575,1.5984,0.2359,Iris-setosa
4.8512,3.5556,1.5126,0.2125,Iris-setosa
5.1979,3.4664,1.41,0.1911,Iris-setosa
4.9247,3.6685,1.2782,0.2446,Iris-setosa
5.0612,3.5674,1.3441,0.2178,Iris-setosa
5.3264,3.4286,1.3462,0.1944,Iris-setosa
5.0649,3.4596,1.6165,0.1654,Iris-setosa
5.1956,3.4441,1.4813,0.1799,Iris-setosa
5.1428,3.5966,1.4218,0.2093,Iris-setosa
4.9387,3.5073,1.1925,0.2,Iris-setosa
5.0407,3.5519,1.3071,0.2046,Iris-setosa
5.0326,3.689,1.4722,0.2,Iris-setosa
5.2963,3.5476,1.4902,0.1597,Iris-setosa
5.1644,3.6183,1.4811,0.1798,Iris-setosa
4.7939,3.3656,1.4587,0.1983,Iris-setosa
5.2472,3.5109,1.2601,0.2661,Iris-setosa
5.0205,3.4382,1.3594,0.2322,Iris-setosa
5.0081,3.626,1.3697,0.1908,Iris-setosa
5.3874,3.6832,1.6255,0.1294,Iris-setosa
5.1977,3.6546,1.4975,0.1601,Iris-setosa
5.1122,3.4748,1.3529,0.2091,Iris-setosa
5.135,3.6319,1.2376,0.1338,Iris-setosa
5.1236,3.5533,1.2952,0.1714,Iris-setosa
5.3386,3.6764,1.4587,0.1952,Iris-setosa
4.9878,3.6429,1.215,0.1971,Iris-setosa
5.1632,3.6596,1.3368,0.1961,Iris-setosa
5.1612,3.5126,1.4571,0.1932,Iris-setosa
4.7704,3.3497,1.5984,0.1741,Iris-setosa
4.9658,3.4311,1.5277,0.1836,Iris-setosa
4.8796,3.6764,1.3294,0.2048,Iris-setosa
5.0088,3.6392,1.5488,0.1381,Iris-setosa
4.9442,3.6578,1.439,0.1714,Iris-setosa
5.204,3.4412,1.4823,0.2079,Iris-setosa
5.0298,3.467,1.5578,0.1467,Iris-setosa
5.1168,3.4541,1.52,0.1773,Iris-setosa
5.1489,3.29,1.3277,0.2033,Iris-setosa
5.2612,3.4267,1.4992,0.1525,Iris-setosa
5.205,3.3583,1.4134,0.1779,Iris-setosa
5.1856,3.3194,1.4487,0.2004,Iris-setosa
4.9527,3.6575,1.3548,0.128,Iris-setosa
5.0691,3.4884,1.4017,0.1642,Iris-setosa
4.8001,3.311,1.4705,0.2086,Iris-setosa
4.7844,3.5879,1.3503,0.2604,Iris-setosa
4.7922,3.4494,1.4104,0.2345,Iris-setosa
5.3876,3.4118,1.447,0.2057,Iris-setosa
5.1,3.5403,1.5263,0.2705,Iris-setosa
5.2438,3.476,1.4866,0.2381,Iris-setosa
5.0449,3.5924,1.4151,0.1976,Iris-setosa
5.3944,3.3167,1.4135,0.2316,Iris-setosa
5.2196,3.4545,1.4142,0.2146,Iris-setosa
5.2407,3.5084,1.3966,0.2014,Iris-setosa
5.3524,3.6026,1.6074,0.1942,Iris-setosa
5.2965,3.5555,1.502,0.1978,Iris-setosa
5.1428,3.5252,1.3798,0.204,Iris-setosa
5.0859,3.6722,1.4902,0.2575,Iris-setosa
5.1143,3.5987,1.435,0.2307,Iris-setosa
5.0938,3.647,1.3916,0.2,Iris-setosa
5.4365,3.4083,1.4225,0.141,Iris-setosa
5.2651,3.5276,1.407,0.1704,Iris-setosa
4.8184,3.4874,1.4369,0.21,Iris-setosa
5.2963,3.335,1.4631,0.2589,Iris-setosa
5.0573,3.4112,1.45,0.2344,Iris-setosa
5.0143,3.458,1.4117,0.198,Iris-setosa
4.8265,3.6209,1.4902,0.1798,Iris-setosa
4.9204,3.5394,1.4509,0.1889,Iris-setosa
5.0632,3.3278,1.4285,0.1942,Iris-setosa
5.2823,3.5146,1.3097,0.1827,Iris-setosa
5.1727,3.4212,1.3691,0.1884,Iris-setosa
5.3019,3.4874,1.321,0.2052,Iris-setosa
5.3664,3.434,1.5127,0.1553,Iris-setosa
5.3341,3.4607,1.4168,0.1802,Iris-setosa
5.0938,3.5588,1.4537,0.1908,Iris-setosa
5.4365,3.4083,1.5217,0.1669,Iris-setosa
5.2651,3.4835,1.4877,0.1788,Iris-setosa
5.357,3.3236,1.3294,0.1925,Iris-setosa
5.3033,3.4267,1.2556,0.2618,Iris-setosa
5.3301,3.3751,1.2925,0.2271,Iris-setosa
4.9225,3.5882,1.3277,0.2072,Iris-setosa
5.2472,3.5806,1.4496,0.1438,Iris-setosa
5.0848,3.5844,1.3886,0.1755,Iris-setosa
5.0755,3.332,1.3311,0.1908,Iris-setosa
5.2542,3.379,1.4225,0.2201,Iris-setosa
5.1648,3.3555,1.3768,0.2054,Iris-setosa
5.051,3.6092,1.442,0.1954,Iris-setosa
5.4155,3.6465,1.3007,0.2676,Iris-setosa
5.2332,3.6278,1.3713,0.2315,Iris-setosa
5.3447,3.5546,1.442,0.2084,Iris-setosa
5.3734,3.5879,1.5172,0.2158,Iris-setosa
5.359,3.5712,1.4796,0.2121,Iris-setosa
5.051,3.6386,1.3243,0.1889,Iris-setosa
4.9948,3.39,1.3323,0.1985,Iris-setosa
5.0229,3.5143,1.3283,0.1937,Iris-setosa
5.2529,3.6092,1.3798,0.1928,Iris-setosa
5.2682,3.5806,1.4496,0.1812,Iris-setosa
5.2605,3.5949,1.4146,0.187,Iris-setosa
5.1856,3.5966,1.4823,0.1944,Iris-setosa
4.8616,3.3204,1.2511,0.2474,Iris-setosa
5.0236,3.4585,1.3667,0.2209,Iris-setosa
5.2836,3.3362,1.447,0.2026,Iris-setosa
4.7634,3.4157,1.3819,0.128,Iris-setosa
5.0235,3.3759,1.4144,0.1653,Iris-setosa
5.2836,3.5126,1.4285,0.2028,Iris-setosa
4.9247,3.5659,1.5894,0.1323,Iris-setosa
5.1041,3.5392,1.5089,0.1675,Iris-setosa
4.7939,3.6932,1.3243,0.2036,Iris-setosa
4.9387,3.3644,1.3233,0.2244,Iris-setosa
4.8663,3.5288,1.3237,0.214,Iris-setosa
4.9776,3.4454,1.3277,0.1966,Iris-setosa
4.8826,3.5,1.4496,0.1482,Iris-setosa
4.93,3.4727,1.3886,0.1724,Iris-setosa
5.1183,3.3446,1.3529,0.2062,Iris-setosa
4.7494,3.3717,1.3639,0.187,Iris-setosa
4.9338,3.3581,1.3584,0.1966,Iris-setosa
5.0816,3.5,1.4554,0.1882,Iris-setosa
5.128,3.3863,1.5578,0.2431,Iris-setosa
5.1048,3.4431,1.5066,0.2156,Iris-setosa
5.3141,3.521,1.3916,0.1983,Iris-setosa
5.3173,3.6465,1.4857,0.2014,Iris-setosa
5.3157,3.5837,1.4386,0.1998,Iris-setosa
4.8245,3.479,1.4688,0.204,Iris-setosa
5.1981,3.5879,1.215,0.2273,Iris-setosa
5.0113,3.5334,1.3419,0.2156,Iris-setosa
5.0694,3.374,1.3882,0.1944,Iris-setosa
5.0439,3.335,1.4315,0.1611,Iris-setosa
5.0566,3.3545,1.4098,0.1777,Iris-setosa
4.9408,3.668,1.4184,0.2112,Iris-setosa
5.3243,3.434,1.5714,0.2129,Iris-setosa
5.1325,3.551,1.4948,0.212,Iris-setosa
5.3754,3.5714,1.3328,0.211,Iris-setosa
5.3173,3.5073,1.215,0.1769,Iris-setosa
5.3463,3.5393,1.2739,0.1939,Iris-setosa
5.2774,3.5798,1.405,0.206,Iris-setosa
4.9737,3.6246,1.5804,0.2388,Iris-setosa
5.1255,3.6022,1.4927,0.2224,Iris-setosa
5.1856,3.5294,1.368,0.2076,Iris-setosa
5.128,3.6429,1.3954,0.1453,Iris-setosa
5.1568,3.5861,1.3817,0.1764,Iris-setosa
5.3203,3.4034,1.4571,0.2055,Iris-setosa
5.2472,3.3424,1.2421,0.2561,Iris-setosa
5.2837,3.3729,1.3496,0.2308,Iris-setosa
5.0081,3.5882,1.3227,0.2105,Iris-setosa
5.3874,3.5036,1.5488,0.1482,Iris-setosa
5.1977,3.5459,1.4357,0.1793,Iris-setosa
5.0449,3.6302,1.4554,0.1904,Iris-setosa
4.8826,3.6539,1.5217,0.2115,Iris-setosa
4.9637,3.642,1.4885,0.2009,Iris-setosa
4.8184,3.7016,1.3445,0.205,Iris-setosa
5.3804,3.346,1.2556,0.2618,Iris-setosa
5.0993,3.5238,1.3,0.2334,Iris-setosa
5.0816,3.5714,1.4621,0.2007,Iris-setosa
5.2332,3.6465,1.2872,0.2,Iris-setosa
5.1574,3.6089,1.3746,0.2003,Iris-setosa
5.357,3.3446,1.4806,0.1942,Iris-setosa
5.114,3.6465,1.5714,0.2143,Iris-setosa
5.2355,3.4955,1.5259,0.2042,Iris-setosa
5.2897,3.4538,1.3848,0.2021,Iris-setosa
4.9176,3.6026,1.2556,0.2043,Iris-setosa
5.1036,3.5282,1.3202,0.2032,Iris-setosa
5.2346,3.3572,1.368,0.1985,Iris-setosa
4.8265,3.5806,1.5263,0.2215,Iris-setosa
5.0305,3.4689,1.4471,0.21,Iris-setosa
5.1367,3.3446,1.3344,0.1892,Iris-setosa
5.3383,3.5183,1.5263,0.21,Iris-setosa
5.2375,3.4314,1.4303,0.1996,Iris-setosa
5.002,3.2942,1.4302,0.2108,Iris-setosa
5.3524,3.5329,1.6029,0.2014,Iris-setosa
5.1772,3.4135,1.5165,0.2061,Iris-setosa
5.1305,3.5672,1.3176,0.2016,Iris-setosa
5.1,3.5256,1.4496,0.1582,Iris-setosa
5.1152,3.5464,1.3836,0.1799,Iris-setosa
5.2285,3.4328,1.4537,0.2012,Iris-setosa
4.8475,3.489,1.1879,0.1755,Iris-setosa
5.038,3.4609,1.3208,0.1883,Iris-setosa
5.3325,3.6302,1.3899,0.1894,Iris-setosa
5.3594,3.5586,1.2105,0.2359,Iris-setosa
5.3459,3.5944,1.3001,0.2126,Iris-setosa
5.1428,3.5546,1.3781,0.1906,Iris-setosa
4.7564,3.6099,1.6029,0.2215,Iris-setosa
4.9496,3.5822,1.4905,0.206,Iris-setosa
5.1,3.4706,1.4587,0.2105,Iris-setosa
5.2191,3.3827,1.3007,0.2705,Iris-setosa
5.1595,3.4266,1.3797,0.2405,Iris-setosa
5.0755,3.7058,1.3378,0.2069,Iris-setosa
4.7914,3.5549,1.2376,0.1568,Iris-setosa
4.9334,3.6303,1.2877,0.1818,Iris-setosa
5.2836,3.5756,1.3462,0.204,Iris-setosa
5.2682,3.478,1.5759,0.2661,Iris-setosa
5.2759,3.5268,1.461,0.235,Iris-setosa
5.3203,3.6638,1.4218,0.1959,Iris-setosa
4.7985,3.5073,1.4496,0.2158,Iris-setosa
5.0594,3.5855,1.4357,0.2058,Iris-setosa
4.8184,3.2942,1.3731,0.1882,Iris-setosa
5.0649,3.445,1.3278,0.2676,Iris-setosa
4.9416,3.3696,1.3504,0.2279,Iris-setosa
5.1856,3.4412,1.4604,0.1992,Iris-setosa
5.149,3.6282,1.1925,0.2316,Iris-setosa
5.1673,3.5347,1.3264,0.2154,Iris-setosa
5.1795,3.3824,1.3462,0.1992,Iris-setosa
4.9527,3.6319,1.3458,0.223,Iris-setosa
5.0661,3.5071,1.346,0.2111,Iris-setosa
4.8858,3.3362,1.4033,0.212,Iris-setosa
5.0018,3.4596,1.5623,0.2705,Iris-setosa
4.9437,3.3979,1.4828,0.2412,Iris-setosa
5.1979,3.542,1.3546,0.1997,Iris-setosa
5.3874,3.4523,1.2195,0.2532,Iris-setosa
5.2926,3.4971,1.287,0.2264,Iris-setosa
5.1795,3.5882,1.4268,0.2117,Iris-setosa
5.0719,3.434,1.6165,0.2215,Iris-setosa
5.1257,3.5111,1.5216,0.2166,Iris-setosa
4.8674,3.4958,1.4823,0.1966,Iris-setosa
4.7844,3.5183,1.409,0.2431,Iris-setosa
4.8259,3.507,1.4456,0.2198,Iris-setosa
4.9163,3.4202,1.4352,0.199,Iris-setosa
4.7494,3.4523,1.3819,0.2115,Iris-setosa
4.8328,3.4362,1.4085,0.2052,Iris-setosa
5.0326,3.668,1.3277,0.1971,Iris-setosa
4.8966,3.4157,1.3594,0.164,Iris-setosa
4.9646,3.5418,1.3435,0.1805,Iris-setosa
4.9163,3.2984,1.4369,0.1966,Iris-setosa
5.0509,3.6209,1.4496,0.2201,Iris-setosa
4.9836,3.4596,1.4432,0.2083,Iris-setosa
5.1244,3.5756,1.3966,0.2072,Iris-setosa
5.2893,3.39,1.5443,0.2,Iris-setosa
5.2068,3.4828,1.4704,0.2036,Iris-setosa
4.9531,3.6386,1.3764,0.2076,Iris-setosa
4.9597,3.324,1.4631,0.128,Iris-setosa
4.9564,3.4813,1.4197,0.1678,Iris-setosa
5.0081,3.4328,1.3277,0.1942,Iris-setosa
4.7774,3.4376,1.2285,0.1338,Iris-setosa
4.8927,3.4352,1.2781,0.164,Iris-setosa
5.3447,3.5756,1.4083,0.2033,Iris-setosa
5.3243,3.4706,1.4902,0.2431,Iris-setosa
5.3345,3.5231,1.4492,0.2232,Iris-setosa
5.1183,3.479,1.484,0.198,Iris-setosa
5.0088,3.4743,1.3233,0.2388,Iris-setosa
5.0635,3.4766,1.4036,0.2184,Iris-setosa
5.1122,3.605,1.4487,0.2052,Iris-setosa
4.8335,3.4596,1.612,0.1611,Iris-setosa
4.9728,3.5323,1.5303,0.1831,Iris-setosa
5.2836,3.4832,1.4201,0.1935,Iris-setosa
5.2402,3.412,1.3007,0.1338,Iris-setosa
5.2619,3.4476,1.3603,0.1636,Iris-setosa
4.8919,3.6596,1.4671,0.2064,Iris-setosa
4.9948,3.5366,1.3052,0.2503,Iris-setosa
4.9433,3.5981,1.3861,0.2283,Iris-setosa
4.9776,3.3362,1.405,0.2088,Iris-setosa
5.2893,3.4267,1.5668,0.1323,Iris-setosa
5.1334,3.3814,1.4859,0.1705,Iris-setosa
4.9163,3.6218,1.4604,0.2117,Iris-setosa
5.2752,3.3314,1.3188,0.2575,Iris-setosa
5.0957,3.4766,1.3896,0.2346,Iris-setosa
4.8858,3.3614,1.3496,0.2,Iris-setosa
5.3664,3.4633,1.409,0.1381,Iris-setosa
5.126,3.4123,1.3793,0.169,Iris-setosa
4.9531,3.3908,1.4504,0.1923,Iris-setosa
5.4014,3.3167,1.5623,0.1597,Iris-setosa
5.1772,3.3537,1.5063,0.176,Iris-setosa
4.9837,3.3992,1.4336,0.1918,Iris-setosa
4.7844,3.368,1.2962,0.2647,Iris-setosa
4.884,3.3836,1.3649,0.2282,Iris-setosa
4.9592,3.6554,1.3227,0.1913,Iris-setosa
4.9667,3.3644,1.3278,0.21,Iris-setosa
4.9629,3.5099,1.3252,0.2006,Iris-setosa
5.2897,3.563,1.3882,0.2033,Iris-setosa
4.8826,3.3277,1.3458,0.1395,Iris-setosa
5.0861,3.4453,1.367,0.1714,Iris-setosa
5.3754,3.5714,1.3916,0.2026,Iris-setosa
5.4085,3.412,1.4405,0.1424,Iris-setosa
5.3919,3.4917,1.416,0.1724,Iris-setosa
4.8858,3.6344,1.3529,0.2062,Iris-setosa
4.8335,3.6759,1.4811,0.1769,Iris-setosa
4.8596,3.6551,1.417,0.1915,Iris-setosa
5.1489,3.3656,1.3815,0.1906,Iris-setosa
5.3664,3.5256,1.1744,0.1884,Iris-setosa
5.2576,3.4456,1.2779,0.1895,Iris-setosa
4.9653,3.4244,1.4671,0.192,Iris-setosa
5.4505,3.5513,1.5804,0.2647,Iris-setosa
5.2079,3.4878,1.5237,0.2283,Iris-setosa
5.2652,3.4034,1.4806,0.2019,Iris-setosa
5.0018,3.4413,1.3323,0.1366,Iris-setosa
5.1335,3.4223,1.4064,0.1692,Iris-setosa
4.9959,3.5462,1.4,0.1973,Iris-setosa
5.0859,3.6246,1.5533,0.1611,Iris-setosa
5.0409,3.5854,1.4766,0.1792,Iris-setosa
