@RELATION iris

@ATTRIBUTE sepallength	REAL
@ATTRIBUTE sepalwidth 	REAL
@ATTRIBUTE petallength 	REAL
@ATTRIBUTE petalwidth	REAL
@ATTRIBUTE class 	{Iris-setosa,Iris-versicolor,Iris-virginica}

@DATA
5.0714,3.402,1.3862,0.1913,Iris-setosa
5.1572,3.5684,1.6262,0.158,Iris-setosa
5.1143,3.4852,1.5062,0.1746,Iris-setosa
5.4212,3.451,1.4372,0.1958,Iris-setosa
5.4762,3.4273,1.3684,0.158,Iris-setosa
5.4487,3.4391,1.4028,0.1769,Iris-setosa
5.3998,3.7058,1.3039,0.1986,Iris-setosa
5.239,3.7137,1.4157,0.2721,Iris-setosa
5.3194,3.7097,1.3597,0.2353,Iris-setosa
5.0857,3.3677,1.3176,0.1935,Iris-setosa
5.2145,3.7009,1.6315,0.2,Iris-setosa
5.1501,3.5343,1.4745,0.1967,Iris-setosa
5.1,3.6225,1.347,0.1994,Iris-setosa
5.2717,3.5384,1.4947,0.1714,Iris-setosa
5.1858,3.5804,1.4208,0.1854,Iris-setosa
5.3641,3.7254,1.3705,0.1907,Iris-setosa
5.0181,3.7052,1.3684,0.1681,Iris-setosa
5.191,3.7153,1.3694,0.1794,Iris-setosa
4.7858,3.6519,1.4646,0.214,Iris-setosa
5.4108,3.5769,1.642,0.205,Iris-setosa
5.0983,3.6144,1.5532,0.2095,Iris-setosa
5.3499,3.5588,1.4254,0.1991,Iris-setosa
4.7155,3.5213,1.3157,0.1278,Iris-setosa
5.0327,3.54,1.3705,0.1634,Iris-setosa
4.8786,3.7156,1.4078,0.1876,Iris-setosa
5.1409,3.547,1.5368,0.2839,Iris-setosa
5.0097,3.6313,1.4723,0.2357,Iris-setosa
4.9143,3.598,1.3157,0.2022,Iris-setosa
4.8873,3.3802,1.3157,0.1815,Iris-setosa
4.9008,3.4891,1.3157,0.1918,Iris-setosa
4.9215,3.5882,1.3274,0.2086,Iris-setosa
5.3454,3.671,1.321,0.1748,Iris-setosa
5.1334,3.6296,1.3241,0.1917,Iris-setosa
4.8286,3.3579,1.3588,0.2033,Iris-setosa
5.3045,3.3375,1.6578,0.1294,Iris-setosa
5.0665,3.3477,1.5083,0.1663,Iris-setosa
4.9,3.4216,1.349,0.2112,Iris-setosa
5.3208,3.3118,1.4842,0.1177,Iris-setosa
5.1104,3.3667,1.4165,0.1644,Iris-setosa
4.8429,3.2648,1.3764,0.2089,Iris-setosa
5.3372,3.3375,1.1842,0.1798,Iris-setosa
5.09,3.3011,1.2803,0.1943,Iris-setosa
4.7787,3.6225,1.4391,0.1868,Iris-setosa
5.2227,3.4401,1.2315,0.2218,Iris-setosa
5.0007,3.5313,1.3353,0.2042,Iris-setosa
4.8215,3.2648,1.4509,0.2019,Iris-setosa
4.9527,3.5042,1.5631,0.1177,Iris-setosa
4.8871,3.3845,1.507,0.1598,Iris-setosa
4.8286,3.4804,1.4764,0.2128,Iris-setosa
5.0509,3.4914,1.4315,0.1345,Iris-setosa
4.9397,3.4859,1.4539,0.1736,Iris-setosa
4.7858,3.6323,1.3353,0.1983,Iris-setosa
5.3454,3.641,1.3157,0.252,Iris-setosa
5.0656,3.6366,1.3254,0.2251,Iris-setosa
5.0642,3.5784,1.498,0.1952,Iris-setosa
4.8136,3.4187,1.2052,0.1294,Iris-setosa
4.9389,3.4985,1.3516,0.1623,Iris-setosa
4.7429,3.4657,1.4744,0.2067,Iris-setosa
5.2145,3.3674,1.642,0.2721,Iris-setosa
4.9787,3.4165,1.5581,0.2394,Iris-setosa
4.8715,3.2599,1.4352,0.193,Iris-setosa
5.1654,3.5598,1.3578,0.1949,Iris-setosa
5.0184,3.4098,1.3965,0.1939,Iris-setosa
5.2856,3.4265,1.3215,0.2033,Iris-setosa
5.4926,3.4444,1.3315,0.2453,Iris-setosa
5.3891,3.4354,1.3264,0.2243,Iris-setosa
5.1713,3.4706,1.4784,0.2078,Iris-setosa
4.9854,3.3888,1.2947,0.2503,Iris-setosa
5.0783,3.4297,1.3865,0.229,Iris-setosa
4.8286,3.4559,1.3823,0.2005,Iris-setosa
4.74,3.4444,1.2947,0.1949,Iris-setosa
4.7843,3.4501,1.3385,0.1976,Iris-setosa
5.3641,3.5392,1.4744,0.2106,Iris-setosa
4.8464,3.6068,1.5684,0.2134,Iris-setosa
5.1052,3.573,1.5213,0.212,Iris-setosa
5.0214,3.5294,1.3568,0.2095,Iris-setosa
5.0509,3.6881,1.4578,0.2688,Iris-setosa
5.0361,3.6087,1.4073,0.2391,Iris-setosa
5.4141,3.647,1.3823,0.1944,Iris-setosa
5.0018,3.376,1.5631,0.1664,Iris-setosa
5.2079,3.5115,1.4727,0.1804,Iris-setosa
5.3856,3.6813,1.3921,0.2075,Iris-setosa
5.2717,3.4401,1.521,0.1211,Iris-setosa
5.3286,3.5607,1.4565,0.1643,Iris-setosa
5.3141,3.4755,1.4431,0.2014,Iris-setosa
4.9936,3.6068,1.3105,0.205,Iris-setosa
5.1538,3.5411,1.3768,0.2032,Iris-setosa
4.7572,3.4755,1.3901,0.2123,Iris-setosa
5.01,3.4486,1.4263,0.2318,Iris-setosa
4.8835,3.462,1.4081,0.222,Iris-setosa
4.9,3.2942,1.4587,0.1949,Iris-setosa
5.509,3.2904,1.2368,0.1815,Iris-setosa
5.2045,3.2923,1.3477,0.1881,Iris-setosa
5.0214,3.3187,1.4137,0.198,Iris-setosa
4.8382,3.5684,1.5526,0.2671,Iris-setosa
4.9298,3.4435,1.4831,0.2325,Iris-setosa
5.3784,3.5147,1.3862,0.1904,Iris-setosa
5.4353,3.4657,1.2052,0.1664,Iris-setosa
5.4068,3.4902,1.2957,0.1784,Iris-setosa
5.0714,3.2844,1.3314,0.2008,Iris-setosa
5.5008,3.2862,1.6105,0.1412,Iris-setosa
5.286,3.2853,1.4709,0.1709,Iris-setosa
4.9,3.6372,1.4294,0.1896,Iris-setosa
4.7318,3.6838,1.4052,0.2,Iris-setosa
4.8159,3.6605,1.4173,0.1948,Iris-setosa
5.0642,3.4461,1.4489,0.1958,Iris-setosa
5.1572,3.6795,1.1947,0.2251,Iris-setosa
5.1106,3.5628,1.3218,0.2104,Iris-setosa
5.05,3.6323,1.4352,0.2075,Iris-setosa
5.1736,3.3631,1.521,0.2083,Iris-setosa
5.1118,3.4977,1.4781,0.2079,Iris-setosa
5.2428,3.6715,1.3176,0.1907,Iris-setosa
4.8464,3.3931,1.521,0.1412,Iris-setosa
5.0446,3.5323,1.4193,0.1659,Iris-setosa
4.9929,3.5147,1.4509,0.2103,Iris-setosa
4.8055,3.4871,1.4578,0.2537,Iris-setosa
4.8992,3.5009,1.4543,0.232,Iris-setosa
5.3213,3.3236,1.4803,0.1983,Iris-setosa
4.7646,3.4444,1.5684,0.2637,Iris-setosa
5.0429,3.384,1.5243,0.231,Iris-setosa
5.0,3.2648,1.3294,0.1865,Iris-setosa
