@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
16.4411,14.3591,0.9352,5.597,3.5504,2.3089,5.2763,1
15.3134,13.8441,0.8114,5.7224,3.0538,2.5273,4.889,1
15.8772,14.1016,0.8733,5.6597,3.3021,2.4181,5.0826,1
16.5235,14.0119,0.8819,6.2816,3.1212,2.121,5.0884,1
14.9927,14.2372,0.8318,5.8035,3.5231,2.3608,5.6677,1
15.7581,14.1245,0.8568,6.0425,3.3221,2.2409,5.378,1
16.0565,15.7214,0.86,5.3273,3.467,2.2689,5.6804,1
14.4314,14.6303,0.7988,5.6819,3.2768,2.4074,4.7527,1
15.2439,15.1758,0.8294,5.5046,3.3719,2.3381,5.2165,1
16.2488,15.8283,0.8082,6.043,3.2344,2.2569,5.1824,1
14.1909,13.7655,0.8286,5.4691,3.1946,2.5073,4.9571,1
15.2198,14.7969,0.8184,5.756,3.2145,2.3821,5.0697,1
15.4522,13.6379,0.9493,6.2505,3.1987,2.2769,5.2481,1
14.672,13.9227,0.9211,5.4489,3.4293,2.4141,5.7067,1
15.0621,13.7803,0.9352,5.8497,3.314,2.3455,5.4773,1
14.9303,14.092,0.7973,6.0534,3.2702,2.0371,5.1072,1
14.378,14.9448,0.8271,5.6312,3.2826,2.0744,4.9961,1
14.6541,14.5184,0.8122,5.8423,3.2763,2.0557,5.0516,1
16.1664,13.6112,0.9478,6.1053,3.3835,2.085,5.0884,1
14.1642,13.5296,0.9462,5.5806,3.6053,2.1011,5.1615,1
15.1652,13.5704,0.947,5.8429,3.4944,2.093,5.1249,1
15.0951,14.1722,0.8521,5.9704,3.5743,2.3569,5.3797,1
15.9548,15.5475,0.9415,5.8237,3.5173,1.9812,4.889,1
15.5249,14.8598,0.8968,5.897,3.5458,2.169,5.1343,1
15.8917,14.8132,0.8772,6.0949,3.2166,2.213,5.0226,1
14.8056,15.7048,0.8866,5.9656,3.0597,2.4141,5.2686,1
15.3486,15.259,0.8819,6.0302,3.1381,2.3135,5.1456,1
16.0016,13.5311,0.8882,5.9289,3.3179,2.3169,5.577,1
14.5383,14.4731,0.8004,6.2392,3.136,2.2742,5.7067,1
15.2699,14.0021,0.8443,6.084,3.2269,2.2955,5.6418,1
15.4248,13.6379,0.8271,5.7215,3.4014,2.141,4.8629,1
16.4092,14.7875,0.8631,5.996,3.2298,2.2942,4.7916,1
15.9169,14.2127,0.8451,5.8587,3.3156,2.2176,4.8272,1
