@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.1837,14.8221,0.8638,5.7122,3.312,2.2365,5.268,1
15.2035,14.9622,0.8777,5.7618,3.3315,2.1854,5.2081,1
15.1936,14.8921,0.8707,5.737,3.3217,2.2109,5.238,1
15.2844,14.8726,0.8781,5.8067,3.3146,2.2338,5.2544,1
15.2035,14.7206,0.8633,5.8181,3.3159,2.2565,5.181,1
15.2439,14.7966,0.8707,5.8124,3.3152,2.2451,5.2177,1
15.1074,14.8548,0.8722,5.7952,3.3278,2.2303,5.2346,1
15.1412,14.9215,0.8793,5.7607,3.312,2.2343,5.2254,1
15.1243,14.8881,0.8757,5.7779,3.3198,2.2323,5.23,1
15.1653,14.9052,0.864,5.718,3.304,2.217,5.2335,1
15.3876,14.8516,0.8629,5.7247,3.3348,2.2025,5.2719,1
15.2764,14.8784,0.8634,5.7213,3.3194,2.2097,5.2527,1
15.3118,14.7925,0.8692,5.7618,3.3318,2.201,5.268,1
15.2421,14.9739,0.8722,5.7427,3.3022,2.2343,5.1756,1
15.2769,14.8832,0.8707,5.7522,3.317,2.2176,5.2218,1
15.2355,14.8578,0.8739,5.8194,3.3159,2.2032,5.1824,1
15.2035,14.7992,0.8654,5.7539,3.2846,2.2424,5.2145,1
15.2195,14.8285,0.8696,5.7866,3.3002,2.2228,5.1984,1
15.2355,14.739,0.8769,5.7733,3.3027,2.2329,5.1792,1
15.254,14.7555,0.8779,5.7821,3.3263,2.2543,5.2524,1
15.2447,14.7472,0.8774,5.7776,3.3145,2.2435,5.2158,1
15.379,14.8429,0.8783,5.7733,3.3146,2.2418,5.2596,1
15.3906,14.8691,0.8692,5.7911,3.2872,2.1854,5.1832,1
15.3847,14.856,0.8737,5.7821,3.3009,2.2136,5.2214,1
15.3546,14.8785,0.8631,5.7192,3.3398,2.2249,5.2377,1
15.3342,14.7526,0.8739,5.7427,3.2872,2.1958,5.2081,1
15.3444,14.8155,0.8685,5.7309,3.3135,2.2103,5.2229,1
15.1898,14.7479,0.8682,5.7895,3.2835,2.2401,5.2147,1
15.2421,14.7934,0.8675,5.7371,3.2872,2.1862,5.22,1
15.2159,14.7706,0.8678,5.7633,3.2853,2.2131,5.2173,1
15.2722,14.9438,0.873,5.7733,3.3166,2.2316,5.2252,1
15.4025,14.8516,0.8739,5.7506,3.3341,2.2343,5.2178,1
15.3373,14.8977,0.8734,5.7619,3.3253,2.2329,5.2215,1
15.4003,14.8934,0.864,5.7941,3.2967,2.2245,5.246,1
15.251,14.8167,0.8781,5.7224,3.28,2.1869,5.1929,1
15.3256,14.855,0.871,5.7582,3.2883,2.2057,5.2194,1
15.3576,14.8667,0.8729,5.801,3.3292,2.2401,5.2544,1
15.2065,14.7293,0.8711,5.772,3.2976,2.2572,5.2675,1
15.282,14.798,0.872,5.7865,3.3134,2.2486,5.2609,1
15.1653,14.932,0.8739,5.7065,3.3192,2.2032,5.1709,1
15.2451,14.8574,0.877,5.8091,3.3263,2.2298,5.2643,1
15.2052,14.8947,0.8754,5.7577,3.3227,2.2165,5.2176,1
15.4126,14.8963,0.8647,5.7341,3.3358,2.2178,5.2116,1
15.3372,14.8458,0.8708,5.7213,3.31,2.252,5.2437,1
15.3749,14.871,0.8677,5.7277,3.3229,2.2348,5.2276,1
15.144,14.9023,0.8704,5.7226,3.3411,2.205,5.2325,1
15.1649,14.8167,0.8704,5.7573,3.3341,2.2358,5.2048,1
15.1544,14.8595,0.8704,5.7399,3.3376,2.2203,5.2186,1
15.382,14.9171,0.8737,5.7699,3.3139,2.2018,5.2314,1
15.2421,14.773,0.8708,5.8091,3.3406,2.2084,5.167,1
15.312,14.845,0.8722,5.7895,3.3272,2.2051,5.1991,1
15.2752,14.9676,0.8673,5.7192,3.3014,2.2143,5.2231,1
15.2986,14.7526,0.8682,5.7258,3.3152,2.1988,5.1734,1
15.2869,14.8601,0.8677,5.7225,3.3083,2.2065,5.1982,1
15.2783,14.8043,0.8682,5.7457,3.3424,2.2267,5.198,1
15.3639,14.9157,0.8736,5.8147,3.3413,2.2372,5.2502,1
15.3211,14.86,0.8709,5.7802,3.3418,2.2319,5.2241,1
15.3485,14.7598,0.868,5.8044,3.2848,2.2036,5.2387,1
15.2481,14.8137,0.8781,5.7404,3.2794,2.1965,5.2437,1
15.2983,14.7867,0.873,5.7724,3.2821,2.2,5.2411,1
15.3363,14.8667,0.8645,5.7791,3.2802,2.2409,5.221,1
15.2332,14.7701,0.8678,5.7371,3.2846,2.2269,5.2459,1
15.2847,14.8184,0.8661,5.7581,3.2824,2.2339,5.2334,1
15.4003,14.8221,0.8788,5.7676,3.3259,2.1996,5.1782,1
15.3669,14.8924,0.8647,5.7562,3.28,2.258,5.2297,1
15.3836,14.8572,0.8717,5.7619,3.3029,2.2288,5.2039,1
15.1684,14.8281,0.8687,5.7387,3.2888,2.2343,5.2022,1
15.2629,14.8749,0.8673,5.8046,3.3028,2.2313,5.167,1
15.2156,14.8515,0.868,5.7716,3.2958,2.2328,5.1846,1
15.3668,14.9349,0.8767,5.7272,3.3166,2.2036,5.2607,1
15.3015,14.7497,0.8633,5.8057,3.2904,2.2557,5.2102,1
15.3341,14.8423,0.87,5.7664,3.3035,2.2296,5.2354,1
15.3851,14.7687,0.8774,5.7537,3.2815,2.2329,5.1865,1
15.2213,14.9331,0.8762,5.7945,3.3165,2.1921,5.1864,1
15.3032,14.8509,0.8768,5.7741,3.299,2.2125,5.1864,1
15.2142,14.9171,0.8736,5.7468,3.2828,2.2187,5.2419,1
15.3401,14.7613,0.8751,5.8001,3.3243,2.2298,5.2697,1
15.2771,14.8392,0.8743,5.7734,3.3035,2.2242,5.2558,1
15.202,14.8667,0.8696,5.7733,3.2987,2.2001,5.1698,1
15.2184,14.9855,0.8687,5.7067,3.2983,2.1928,5.1972,1
15.2102,14.9261,0.8691,5.74,3.2985,2.1964,5.1835,1
15.3027,14.9557,0.8753,5.7226,3.3239,2.2201,5.1907,1
15.355,14.7992,0.8638,5.8069,3.3374,2.2298,5.2373,1
15.3288,14.8774,0.8695,5.7647,3.3306,2.2249,5.214,1
15.202,14.9231,0.8757,5.7434,3.3014,2.2121,5.2659,1
15.355,14.738,0.8624,5.8091,3.2813,2.2513,5.1659,1
15.2785,14.8305,0.869,5.7762,3.2913,2.2317,5.2158,1
15.2508,14.9082,0.8673,5.7399,3.2808,2.2143,5.2252,1
15.3075,14.9681,0.8732,5.8159,3.3243,2.255,5.2308,1
15.2791,14.9381,0.8702,5.7779,3.3025,2.2346,5.228,1
15.2081,14.8963,0.8696,5.7653,3.2901,2.2401,5.2189,1
15.3787,14.8632,0.8764,5.7427,3.3367,2.2128,5.2308,1
15.2934,14.8797,0.873,5.7539,3.3134,2.2264,5.2248,1
15.2111,14.7123,0.8757,5.7411,3.3186,2.2396,5.2074,1
15.1204,14.8545,0.8757,5.7404,3.3439,2.1899,5.1799,1
15.1657,14.7834,0.8757,5.7407,3.3312,2.2147,5.1936,1
15.1196,14.9824,0.8642,5.7457,3.3278,2.2392,5.1698,1
15.153,14.9681,0.8661,5.7753,3.3322,2.2424,5.2081,1
15.1363,14.9752,0.8651,5.7605,3.33,2.2408,5.1889,1
15.321,14.9557,0.8758,5.7411,3.304,2.2432,5.2346,1
15.3134,14.706,0.8638,5.7303,3.3217,2.1906,5.1853,1
15.3172,14.8308,0.8698,5.7356,3.3128,2.2169,5.2099,1
15.4126,14.9765,0.8692,5.7457,3.2888,2.2325,5.2012,1
15.4084,14.7351,0.8671,5.8001,3.2957,2.2365,5.1907,1
15.4105,14.8558,0.8681,5.7729,3.2922,2.2344,5.1959,1
15.1623,14.6975,0.8668,5.786,3.3305,2.2321,5.1782,1
15.1738,14.7322,0.8624,5.7742,3.2872,2.2298,5.2546,1
15.168,14.7148,0.8646,5.7801,3.3088,2.2309,5.2164,1
15.3027,14.7658,0.8673,5.7975,3.2921,2.209,5.2335,1
15.3283,14.7701,0.877,5.7393,3.2917,2.1884,5.221,1
15.3155,14.7679,0.8721,5.7684,3.2919,2.1987,5.2272,1
15.1196,14.9705,0.8629,5.8044,3.306,2.2396,5.2304,1
15.2421,14.8982,0.8624,5.719,3.3211,2.2224,5.181,1
15.1808,14.9343,0.8626,5.7617,3.3135,2.231,5.2057,1
15.4003,14.8993,0.8668,5.7284,3.3166,2.2236,5.1792,1
15.3075,14.8254,0.8655,5.7157,3.3282,2.1973,5.2318,1
15.3539,14.8623,0.8661,5.722,3.3224,2.2104,5.2055,1
15.1684,14.8073,0.8755,5.7468,3.3411,2.2001,5.244,1
15.3342,14.8545,0.8649,5.7877,3.3002,2.2165,5.22,1
15.2513,14.8309,0.8702,5.7672,3.3206,2.2083,5.2319,1
15.1196,14.7509,0.8739,5.7192,3.3278,2.2081,5.1907,1
15.2273,14.9419,0.8631,5.7945,3.3211,2.2047,5.2481,1
15.1734,14.8464,0.8685,5.7568,3.3244,2.2064,5.2194,1
15.321,14.9854,0.8727,5.7872,3.3285,2.2232,5.2179,1
15.3342,14.939,0.8659,5.7235,3.3354,2.2217,5.2697,1
15.3276,14.9622,0.8693,5.7553,3.3319,2.2224,5.2438,1
15.1775,14.7123,0.8635,5.718,3.3219,2.2183,5.1897,1
15.2124,14.9011,0.8718,5.7506,3.293,2.2062,5.1853,1
15.1949,14.8067,0.8676,5.7343,3.3074,2.2122,5.1875,1
15.1684,14.9735,0.8701,5.8194,3.3047,2.2178,5.2586,1
15.1263,14.9244,0.8718,5.7967,3.2891,2.1951,5.1951,1
15.1473,14.9489,0.8709,5.808,3.2969,2.2064,5.2268,1
15.1714,14.9468,0.8685,5.8067,3.3325,2.2125,5.268,1
15.3876,14.9506,0.8694,5.7427,3.3217,2.2217,5.274,1
15.2795,14.9487,0.8689,5.7747,3.3271,2.2171,5.271,1
15.1684,14.7272,0.8676,5.7053,3.2835,2.2036,5.2189,1
15.2421,14.7293,0.8722,5.7416,3.2976,2.2469,5.2005,1
15.2052,14.7282,0.8699,5.7234,3.2905,2.2252,5.2097,1
15.3607,14.7331,0.8624,5.771,3.2941,2.2023,5.2001,1
15.1946,14.7439,0.8786,5.7933,3.3178,2.2076,5.2016,1
15.2776,14.7385,0.8705,5.7821,3.3059,2.2049,5.2008,1
15.3607,14.9112,0.865,5.7491,3.3232,2.2432,5.1865,1
15.3966,14.7177,0.8734,5.7472,3.34,2.1936,5.2481,1
15.3786,14.8144,0.8692,5.7481,3.3316,2.2184,5.2173,1
15.4034,14.834,0.8699,5.8021,3.3232,2.2223,5.1792,1
15.2837,14.805,0.8783,5.7607,3.2833,2.2365,5.1918,1
15.3435,14.8195,0.8741,5.7814,3.3032,2.2294,5.1854,1
15.26,14.9616,0.8781,5.7537,3.3358,2.2334,5.2147,1
15.1144,14.9652,0.8706,5.7517,3.3426,2.2202,5.2383,1
15.1872,14.9634,0.8743,5.7527,3.3392,2.2268,5.2265,1
15.2477,14.7776,0.8683,5.7814,3.2855,2.2334,5.2408,1
15.3995,14.8865,0.872,5.7967,3.3393,2.2143,5.1756,1
15.3236,14.832,0.8701,5.789,3.3124,2.2238,5.2082,1
15.2783,14.7984,0.871,5.7837,3.3192,2.2054,5.221,1
15.3342,14.9564,0.8797,5.7393,3.3256,2.2328,5.1962,1
15.3062,14.8774,0.8753,5.7615,3.3224,2.2191,5.2086,1
15.4064,14.9142,0.8661,5.7526,3.2828,2.2307,5.22,1
15.2065,14.9535,0.865,5.7483,3.3289,2.2483,5.2243,1
15.3064,14.9338,0.8655,5.7504,3.3058,2.2395,5.2221,1
15.2783,14.7628,0.8668,5.7595,3.3398,2.2214,5.2607,1
15.2778,14.8982,0.8655,5.7911,3.2839,2.2054,5.2145,1
15.278,14.8305,0.8661,5.7753,3.3118,2.2134,5.2376,1
15.1104,14.8667,0.8629,5.7399,3.3312,2.2205,5.2231,1
15.2986,14.9448,0.8664,5.763,3.3243,2.2483,5.2243,1
15.2045,14.9057,0.8646,5.7514,3.3277,2.2344,5.2237,1
15.2783,14.7865,0.8748,5.7076,3.2974,2.2227,5.1678,1
15.2035,14.7584,0.8629,5.7517,3.2885,2.2017,5.234,1
15.2409,14.7724,0.8688,5.7296,3.2929,2.2122,5.2009,1
15.1867,14.8845,0.8715,5.7192,3.3418,2.2303,5.1845,1
15.3342,14.9419,0.8662,5.7404,3.3035,2.2424,5.2643,1
15.2604,14.9132,0.8688,5.7298,3.3226,2.2363,5.2244,1
15.2752,14.7954,0.872,5.7353,3.31,2.2329,5.1907,1
15.1709,14.7584,0.8797,5.8046,3.3309,2.2239,5.2243,1
15.223,14.7769,0.8758,5.7699,3.3204,2.2283,5.2074,1
15.2264,14.9052,0.8678,5.7215,3.3027,2.2249,5.2387,1
15.355,14.9535,0.8631,5.7787,3.3426,2.1847,5.2189,1
15.2907,14.9293,0.8654,5.7501,3.3226,2.2047,5.2288,1
15.3576,14.9557,0.8636,5.7537,3.304,2.2174,5.2544,1
15.4055,14.7497,0.8689,5.817,3.3315,2.1936,5.2578,1
15.3815,14.8527,0.8662,5.7853,3.3177,2.2054,5.2561,1
15.1379,14.9557,0.8788,5.7261,3.2908,2.2232,5.2126,1
15.1768,14.6973,0.8793,5.8102,3.3328,2.2535,5.1756,1
15.1573,14.8265,0.879,5.7681,3.3118,2.2383,5.1941,1
15.1318,14.9082,0.8791,5.7203,3.3391,2.2067,5.1928,1
15.1412,14.904,0.8628,5.71,3.3211,2.1973,5.1951,1
15.1365,14.9061,0.8709,5.7151,3.3301,2.202,5.1939,1
15.2264,14.84,0.8706,5.8171,3.3345,2.2272,5.2335,1
15.3787,14.7031,0.8622,5.7843,3.3028,2.2039,5.1853,1
15.3025,14.7715,0.8664,5.8007,3.3186,2.2155,5.2094,1
15.3576,14.8607,0.877,5.7779,3.3298,2.2236,5.2617,1
15.156,14.9477,0.8795,5.8024,3.3276,2.2128,5.1907,1
15.2568,14.9042,0.8782,5.7901,3.3287,2.2182,5.2262,1
15.2355,14.7005,0.8643,5.8067,3.2914,2.2427,5.245,1
15.1946,14.9069,0.8746,5.719,3.3302,2.2284,5.2546,1
15.215,14.8037,0.8694,5.7628,3.3108,2.2355,5.2498,1
15.2416,14.9646,0.8624,5.7687,3.312,2.2352,5.174,1
15.2837,14.9244,0.8638,5.7607,3.3093,2.2417,5.1994,1
15.2626,14.9445,0.8631,5.7646,3.3106,2.2384,5.1867,1
15.2111,14.7628,0.8765,5.7987,3.3345,2.2272,5.1845,1
15.3847,14.9652,0.868,5.7911,3.3419,2.2395,5.1972,1
15.2979,14.864,0.8722,5.7949,3.3381,2.2333,5.1908,1
15.2233,14.837,0.865,5.763,3.3166,2.2401,5.2471,1
15.3134,14.936,0.8654,5.7359,3.2865,2.1884,5.2243,1
15.2683,14.8865,0.8652,5.7494,3.3015,2.2142,5.2356,1
15.3881,14.8251,0.8716,5.8114,3.3451,2.2014,5.1709,1
15.2956,14.7759,0.8779,5.7978,3.3393,2.2469,5.2178,1
15.3418,14.8005,0.8747,5.8046,3.3422,2.2241,5.1943,1
15.1989,14.745,0.8727,5.7122,3.3292,2.2427,5.2481,1
15.3817,14.8458,0.8657,5.7314,3.323,2.2395,5.2481,1
15.2903,14.7954,0.8692,5.7218,3.3261,2.2411,5.2481,1
15.2081,14.9676,0.8774,5.7203,3.2961,2.2272,5.2053,1
15.2956,14.9302,0.8676,5.7123,3.3093,2.184,5.2535,1
15.2518,14.9488,0.8725,5.7163,3.3027,2.2056,5.2294,1
15.3973,14.7361,0.8779,5.7468,3.3444,2.2236,5.2064,1
15.3431,14.6944,0.8696,5.7832,3.3015,2.2136,5.2275,1
15.3702,14.7152,0.8737,5.765,3.3229,2.2186,5.2169,1
15.1714,14.8014,0.8753,5.7998,3.2855,2.2414,5.2575,1
15.2451,14.8283,0.865,5.817,3.308,2.2291,5.1962,1
15.2082,14.8148,0.8701,5.8084,3.2967,2.2352,5.2268,1
15.1898,14.8014,0.8673,5.7065,3.3067,2.2347,5.2252,1
15.3312,14.773,0.8781,5.7978,3.2924,2.2217,5.2189,1
15.2605,14.7872,0.8727,5.7521,3.2995,2.2282,5.222,1
15.3912,14.8014,0.8762,5.733,3.2947,2.2232,5.2492,1
15.4025,14.7497,0.8661,5.817,3.3413,2.1847,5.2578,1
15.3968,14.7755,0.8711,5.775,3.318,2.2039,5.2535,1
15.1775,14.8073,0.8633,5.7526,3.3086,2.2401,5.174,1
15.153,14.837,0.8676,5.7663,3.3302,2.2506,5.1907,1
15.1652,14.8221,0.8654,5.7594,3.3194,2.2453,5.1823,1
15.2386,14.7153,0.8689,5.7733,3.3437,2.2107,5.2722,1
15.4025,14.8487,0.8692,5.7731,3.3028,2.2054,5.2135,1
15.3205,14.782,0.869,5.7732,3.3232,2.208,5.2428,1
15.1653,14.7984,0.8744,5.8125,3.312,2.2143,5.2325,1
15.3906,14.8749,0.8781,5.7089,3.2996,2.2454,5.2124,1
15.2779,14.8366,0.8762,5.7607,3.3057,2.2298,5.2224,1
15.1257,14.8518,0.8655,5.7261,3.3252,2.2196,5.2012,1
15.1293,14.9564,0.8706,5.7314,3.3159,2.1884,5.2037,1
15.1275,14.9041,0.868,5.7287,3.3205,2.2039,5.2024,1
15.3912,14.9646,0.8723,5.7145,3.2828,2.2338,5.1928,1
15.3075,14.9157,0.872,5.7798,3.28,2.1899,5.2308,1
15.3493,14.9401,0.8721,5.7471,3.2814,2.2118,5.2118,1
15.1501,14.8756,0.8795,5.8194,3.3206,2.1987,5.269,1
15.2035,14.8778,0.8669,5.7427,3.3178,2.1906,5.2394,1
15.1768,14.8767,0.8732,5.781,3.3192,2.1946,5.2542,1
15.1989,14.7539,0.8676,5.7203,3.3278,2.2338,5.2241,1
15.3728,14.7439,0.8764,5.7855,3.3106,2.1928,5.1962,1
15.2858,14.7489,0.872,5.7529,3.3192,2.2133,5.2101,1
15.3546,14.739,0.8673,5.7307,3.3027,2.1996,5.2231,1
15.2837,14.8691,0.8786,5.8192,3.3289,2.2165,5.167,1
15.3191,14.804,0.8729,5.7749,3.3158,2.208,5.195,1
