@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.7513,15.0062,0.8392,5.5612,3.1682,2.252,5.5707,1
15.5925,14.6157,0.9136,5.5344,3.3758,2.0966,5.5228,1
15.6719,14.8109,0.8764,5.5478,3.272,2.1742,5.5467,1
15.324,15.1724,0.9319,5.763,3.2378,2.1681,5.1542,1
15.2807,14.8807,0.9002,5.3689,3.2298,2.0552,5.5758,1
15.3023,15.0265,0.916,5.5659,3.2338,2.1116,5.365,1
15.1318,15.6087,0.8478,6.0292,3.3954,2.1743,5.008,1
15.6757,14.4323,0.9161,5.9442,3.4945,2.2158,5.3335,1
15.4037,15.0205,0.8819,5.9867,3.4449,2.195,5.1707,1
16.2,14.6114,0.8831,6.0453,3.298,2.2614,5.1615,1
14.4492,15.2272,0.8185,6.0703,3.2207,2.0915,5.1367,1
15.3246,14.9193,0.8508,6.0578,3.2593,2.1764,5.1491,1
15.6445,14.4037,0.9258,5.5612,3.312,2.3515,5.0299,1
14.5532,14.6769,0.8331,6.0151,3.1933,2.0656,5.0155,1
15.0988,14.5403,0.8794,5.7881,3.2526,2.2085,5.0227,1
16.1359,15.7333,0.8466,5.8598,3.145,2.2489,5.3807,1
14.3661,15.4922,0.8758,5.889,3.2572,2.2883,5.0004,1
15.251,15.6127,0.8612,5.8743,3.2011,2.2686,5.1905,1
15.6445,15.1724,0.8978,5.9405,3.2192,2.1183,5.22,1
15.1768,14.0246,0.9088,5.9915,3.3256,2.4333,5.4547,1
15.4106,14.5985,0.9033,5.966,3.2724,2.2758,5.3373,1
15.9436,13.8427,0.9112,6.1099,3.4696,2.2116,4.913,1
15.447,14.5342,0.9283,6.157,3.4078,2.2572,5.4849,1
15.6953,14.1884,0.9197,6.1334,3.4387,2.2344,5.1989,1
14.8754,15.5879,0.8295,5.9647,3.3815,2.0935,5.2053,1
14.5948,15.533,0.8636,5.9127,3.2344,2.0138,5.5228,1
14.7351,15.5604,0.8465,5.9387,3.3079,2.0536,5.364,1
15.1531,15.0685,0.9112,5.7952,3.4186,2.0841,5.0957,1
14.9689,15.1661,0.8356,6.0545,3.1249,2.2883,5.0231,1
15.061,15.1173,0.8734,5.9248,3.2717,2.1862,5.0594,1
15.9222,14.1543,0.8831,6.0534,3.3073,2.2334,5.505,1
15.0937,15.0234,0.8527,6.0939,3.4169,2.3505,4.8868,1
15.5079,14.5888,0.8679,6.0736,3.3621,2.2919,5.1959,1
16.0077,15.0477,0.888,5.9405,3.2888,2.2272,4.9569,1
15.8836,15.268,0.8819,5.6369,3.5401,1.9827,4.9777,1
15.9456,15.1578,0.8849,5.7887,3.4144,2.1049,4.9673,1
14.8113,15.5671,0.8905,5.8194,3.2331,2.0655,5.2857,1
15.9459,14.8807,0.9173,5.96,3.2435,2.4178,4.9247,1
15.3786,15.2239,0.9039,5.8896,3.2382,2.2416,5.1052,1
15.8368,15.4632,0.8429,5.9969,3.2378,2.3018,5.293,1
14.5116,15.5941,0.9173,6.0151,3.3621,2.423,5.0988,1
15.1742,15.5286,0.8801,6.006,3.2999,2.3624,5.1959,1
15.6018,14.84,0.8539,5.6581,3.1497,2.3298,5.2784,1
15.9044,14.6565,0.8563,5.5502,3.2298,2.0604,5.2654,1
15.7531,14.7482,0.8551,5.6041,3.1897,2.1951,5.2719,1
15.4309,14.6945,0.9136,5.8114,3.1126,2.2831,5.5269,1
15.0521,14.7788,0.9027,5.4241,3.3986,2.0241,5.4849,1
15.2414,14.7366,0.9081,5.6177,3.2556,2.1536,5.5059,1
16.2213,14.279,0.8941,6.0937,3.1914,2.3733,5.2711,1
15.2392,13.8208,0.8307,5.4241,3.3758,2.1743,5.4622,1
15.7302,14.0499,0.8624,5.7589,3.2836,2.2738,5.3666,1
14.1918,14.2167,0.927,6.005,3.2888,2.2147,5.0957,1
15.4678,14.8603,0.8149,5.6999,3.5264,2.05,5.2048,1
14.8298,14.5385,0.8709,5.8524,3.4076,2.1323,5.1502,1
16.1786,14.9646,0.8197,5.5774,3.2934,2.193,5.505,1
15.7173,15.696,0.8795,5.6211,3.2846,2.4541,5.4622,1
15.9479,15.3303,0.8496,5.5992,3.289,2.3235,5.4836,1
