@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
14.9731,16.1756,0.9301,5.5566,3.199,2.0433,5.2727,1
15.1323,13.799,0.8916,5.4179,3.2784,2.3086,5.201,1
15.0527,14.9873,0.9108,5.4872,3.2386,2.1759,5.2368,1
14.6877,15.7971,0.9449,6.1249,3.1089,2.3869,4.8378,1
14.1478,14.5167,0.8116,5.5423,3.1122,2.359,5.4309,1
14.4177,15.1569,0.8782,5.8336,3.1105,2.3729,5.1343,1
15.9589,13.678,0.8679,5.635,3.1146,2.1188,4.9887,1
15.3594,14.987,0.8901,5.5519,3.3393,2.3715,5.5044,1
15.6591,14.3325,0.879,5.5934,3.2269,2.2451,5.2465,1
14.1429,14.2582,0.8635,5.7526,3.3398,2.2925,5.5921,1
14.9808,14.3435,0.9227,5.571,3.3338,2.3338,4.9712,1
14.5618,14.3008,0.8931,5.6617,3.3368,2.3131,5.2816,1
15.2065,15.343,0.9197,6.2228,3.2103,2.0697,5.317,1
15.6118,14.9622,0.8738,5.4275,3.6053,2.208,5.1734,1
15.4091,15.1526,0.8967,5.8251,3.4078,2.1388,5.2452,1
15.2325,15.5449,0.8842,6.0563,3.047,2.266,5.2106,1
14.9556,15.3583,0.8383,5.4083,3.0789,2.3401,5.3113,1
15.094,15.4516,0.8612,5.7323,3.0629,2.303,5.2609,1
15.2325,16.1251,0.8635,5.5272,3.0808,2.2132,4.8733,1
15.0565,14.2445,0.8797,6.0973,3.4889,2.3464,5.3665,1
15.1445,15.1848,0.8716,5.8122,3.2848,2.2798,5.1199,1
14.6877,14.6366,0.8679,6.1641,3.458,2.3567,5.6454,1
14.4255,16.1008,0.8516,6.2313,3.4723,2.2457,5.1734,1
14.5566,15.3687,0.8597,6.1977,3.4651,2.3011,5.4094,1
14.6358,14.3087,0.8457,5.3313,3.1258,2.2623,4.9621,1
16.4448,15.086,0.899,6.193,3.3116,2.554,5.1551,1
15.5403,14.6973,0.8723,5.7621,3.2187,2.4081,5.0586,1
15.907,15.8476,0.8309,6.2032,3.1596,2.4208,5.1751,1
14.5517,14.294,0.9197,6.0016,3.4224,1.925,5.3113,1
15.2293,15.0708,0.8753,6.1023,3.291,2.1729,5.2432,1
14.8174,15.6458,0.9049,5.4195,3.3398,2.0621,5.3969,1
15.3847,14.3187,0.8679,5.8389,3.3227,2.3841,4.9804,1
15.101,14.9822,0.8864,5.6292,3.3312,2.2231,5.1886,1
16.322,14.233,0.9479,6.0661,3.1483,2.2811,5.6188,1
16.2176,15.9028,0.899,5.8964,3.3892,2.2017,5.3389,1
16.2698,15.0679,0.9234,5.9812,3.2687,2.2414,5.4788,1
14.7915,15.0655,0.8857,5.3803,3.5819,2.3076,5.2727,1
14.7789,14.0712,0.8205,6.2026,3.4945,2.1074,4.8609,1
14.7852,14.5683,0.8531,5.7914,3.5382,2.2075,5.0668,1
14.1948,16.0999,0.8783,6.1543,3.1033,2.3227,5.2283,1
15.208,14.9127,0.8057,5.8198,3.3726,2.0759,4.9344,1
14.7014,15.5063,0.842,5.987,3.2379,2.1993,5.0813,1
15.1028,15.2421,0.9108,5.6154,3.565,2.3831,5.4502,1
15.6371,13.8485,0.8842,6.0303,3.5166,1.969,5.1734,1
15.3699,14.5453,0.8975,5.8228,3.5408,2.176,5.3118,1
16.0107,13.7284,0.8205,5.4881,3.047,2.402,5.2904,1
14.274,15.086,0.899,5.37,3.4391,2.4533,5.6607,1
15.1423,14.4072,0.8597,5.429,3.243,2.4276,5.4755,1
16.2961,14.1321,0.9168,5.9583,3.5199,2.0924,5.0331,1
16.3186,14.5662,0.8561,6.26,3.1122,2.5162,5.4676,1
16.3073,14.3491,0.8864,6.1091,3.316,2.3043,5.2503,1
15.2325,16.0494,0.862,5.3313,3.5988,2.3378,5.6454,1
14.6527,14.7642,0.9434,5.4657,3.295,2.1891,5.5688,1
14.9426,15.4068,0.9027,5.3985,3.4469,2.2634,5.6071,1
16.1923,14.4348,0.8561,6.0367,3.4017,2.3378,4.9887,1
14.5517,13.9475,0.8679,5.9825,3.4834,2.4659,5.3297,1
15.372,14.1911,0.862,6.0096,3.4425,2.4018,5.1592,1
14.6099,14.3339,0.9049,5.3999,3.413,2.0697,5.0242,1
14.0721,14.69,0.8353,5.3509,3.5443,2.2772,5.4401,1
14.341,14.5119,0.8701,5.3754,3.4786,2.1734,5.2321,1
14.999,14.1573,0.8842,6.2032,3.0864,2.0508,5.0331,1
16.3186,16.1008,0.8457,5.9059,3.223,2.208,5.486,1
15.6588,15.129,0.8649,6.0545,3.1547,2.1294,5.2595,1
15.466,14.9394,0.8768,6.2326,3.1033,2.2887,5.246,1
14.7536,15.383,0.9375,5.4179,3.2396,2.5351,4.9988,1
15.1098,15.1612,0.9071,5.8252,3.1714,2.4119,5.1224,1
15.3363,13.7032,0.8901,5.4195,3.0977,2.3302,5.1218,1
14.1478,15.0117,0.8679,5.504,3.4557,2.2332,5.6791,1
14.742,14.3574,0.879,5.4617,3.2767,2.2817,5.4004,1
14.6618,15.4692,0.8768,5.9877,3.3116,2.3453,5.5833,1
14.4507,14.7395,0.8398,5.5232,3.4003,2.4344,5.6055,1
14.5562,15.1043,0.8583,5.7554,3.3559,2.3898,5.5944,1
15.2065,14.0816,0.8812,6.1249,3.2947,2.3982,4.8112,1
14.7032,14.4425,0.8398,5.4753,3.2562,1.9564,5.2838,1
14.9548,14.262,0.8605,5.8001,3.2754,2.1772,5.0475,1
16.2961,16.1251,0.8146,5.6056,3.3904,2.3378,5.3614,1
14.1226,14.1207,0.9242,5.6954,3.2119,1.969,5.1642,1
15.2093,15.1229,0.8694,5.6505,3.3011,2.1534,5.2628,1
16.4258,14.5105,0.8768,6.2718,3.3398,2.2811,5.53,1
14.1226,14.3435,0.9449,5.5806,3.1731,2.4533,5.7067,1
15.2742,14.427,0.9108,5.9262,3.2564,2.3672,5.6183,1
15.8551,15.116,0.8531,5.782,3.5481,2.2094,4.9088,1
16.1672,14.987,0.9479,5.9155,3.4391,2.2269,4.9712,1
16.0111,15.0515,0.9005,5.8487,3.4936,2.2181,4.9399,1
16.6074,14.1069,0.8738,5.6938,3.4411,2.4095,5.4058,1
14.2236,15.581,0.8042,5.8964,3.367,2.4156,5.5688,1
15.4154,14.8439,0.839,5.7951,3.404,2.4125,5.4873,1
15.5957,14.7376,0.8842,5.3509,3.1709,2.3076,5.459,1
15.2585,13.8237,0.9331,5.3413,3.2839,2.2206,5.6239,1
15.4271,14.2806,0.9086,5.3461,3.2274,2.2641,5.5414,1
14.6099,15.7971,0.8324,5.9583,3.1033,2.1641,5.5123,1
14.3245,15.4325,0.9242,5.9251,3.2784,2.5288,5.2838,1
14.4672,15.6148,0.8783,5.9417,3.1908,2.3464,5.398,1
14.1948,14.561,0.9094,5.3411,3.1483,2.3567,5.1839,1
14.2993,14.1702,0.8427,5.4657,3.1897,2.0067,4.8609,1
14.247,14.3656,0.876,5.4033,3.169,2.1817,5.0224,1
15.466,14.1321,0.8709,5.8408,3.3961,2.3264,5.3525,1
16.2934,15.5068,0.9064,5.3892,3.0845,2.2143,4.9252,1
15.8797,14.8194,0.8886,5.615,3.2403,2.2703,5.1388,1
16.1405,14.5357,0.9227,6.1151,3.4411,2.3113,5.0419,1
14.4255,15.086,0.8057,6.193,3.2562,2.4848,5.0263,1
15.283,14.8108,0.8642,6.154,3.3486,2.398,5.0341,1
15.5178,15.7971,0.8694,6.1641,3.3004,2.2547,5.459,1
16.041,15.977,0.9449,5.6667,3.162,2.0004,5.4217,1
