@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.2355,14.5847,0.8748,5.8367,3.2855,2.2565,5.2889,1
15.0461,14.904,0.8664,5.7134,3.2794,2.2136,5.3216,1
15.1408,14.7443,0.8706,5.775,3.2824,2.235,5.3052,1
15.3576,14.6559,0.8661,5.7537,3.3755,2.2156,5.1636,1
15.2124,14.6711,0.8849,5.7359,3.2507,2.2417,5.3151,1
15.285,14.6635,0.8755,5.7448,3.3131,2.2286,5.2393,1
15.2966,14.8459,0.8626,5.7537,3.2974,2.2236,5.2701,1
15.3728,14.7235,0.8821,5.6571,3.3524,2.2402,5.3216,1
15.3347,14.7847,0.8723,5.7054,3.3249,2.2319,5.2958,1
15.2783,14.5491,0.8584,5.7514,3.2894,2.2032,5.1845,1
14.9689,14.805,0.8577,5.6594,3.3067,2.2506,5.1983,1
15.1236,14.677,0.858,5.7054,3.298,2.2268,5.1914,1
15.3088,14.5728,0.8786,5.8736,3.3358,2.26,5.2116,1
15.0937,14.6536,0.8549,5.8282,3.252,2.2284,5.2221,1
15.2012,14.6132,0.8667,5.8508,3.2939,2.2442,5.2168,1
15.382,15.0952,0.8692,5.7791,3.259,2.2432,5.245,1
15.0877,14.6769,0.8797,5.8147,3.295,2.1854,5.2589,1
15.2348,14.886,0.8744,5.7969,3.277,2.2142,5.2519,1
15.1135,14.9052,0.8818,5.6615,3.2775,2.2014,5.1698,1
15.26,14.8749,0.8765,5.6796,3.3628,2.1869,5.3173,1
15.1867,14.89,0.8791,5.6705,3.3201,2.1941,5.2435,1
15.1745,15.0358,0.8657,5.7929,3.3424,2.213,5.1218,1
15.254,15.1253,0.8591,5.8237,3.3576,2.2402,5.287,1
15.2142,15.0805,0.8624,5.8083,3.35,2.2266,5.2044,1
15.2722,15.018,0.8797,5.7606,3.3384,2.2254,5.1594,1
15.545,15.0729,0.8734,5.862,3.3485,2.1736,5.1551,1
15.4086,15.0454,0.8765,5.8113,3.3434,2.1995,5.1572,1
15.3515,14.8043,0.8612,5.7606,3.3596,2.1854,5.2805,1
15.2718,14.7642,0.8661,5.6504,3.3628,2.2002,5.194,1
15.3116,14.7842,0.8636,5.7055,3.3612,2.1928,5.2372,1
15.3454,14.5906,0.8581,5.7284,3.2894,2.2485,5.2158,1
15.4559,14.7934,0.8762,5.799,3.3602,2.2106,5.2135,1
15.4006,14.692,0.8671,5.7637,3.3248,2.2295,5.2146,1
15.0707,14.9052,0.8664,5.8644,3.2616,2.1836,5.2325,1
15.2956,14.9448,0.8797,5.6616,3.3133,2.1884,5.1659,1
15.1831,14.925,0.873,5.763,3.2874,2.186,5.1991,1
15.1135,14.7925,0.8793,5.7514,3.2961,2.2574,5.2158,1
15.1412,14.7875,0.8765,5.8215,3.2585,2.1573,5.2394,1
15.1273,14.79,0.8778,5.7864,3.2773,2.2073,5.2276,1
15.498,14.7747,0.8542,5.8114,3.3371,2.2618,5.1573,1
15.26,15.1195,0.8856,5.7922,3.3354,2.1618,5.1853,1
15.379,14.9471,0.8699,5.8018,3.3362,2.2118,5.1713,1
15.2905,14.7034,0.888,5.6546,3.247,2.2183,5.2262,1
15.4678,14.6012,0.8643,5.6841,3.312,2.2195,5.22,1
15.3791,14.6523,0.8761,5.6693,3.2795,2.2189,5.2231,1
15.437,14.5491,0.8741,5.6661,3.349,2.2325,5.2868,1
15.4738,14.8691,0.8818,5.7427,3.3758,2.2032,5.1788,1
15.4554,14.7091,0.8779,5.7044,3.3624,2.2178,5.2328,1
15.1684,14.8459,0.8619,5.703,3.2894,2.1952,5.1469,1
15.3312,15.0787,0.8831,5.6729,3.3133,2.1573,5.2675,1
15.2498,14.9623,0.8725,5.6879,3.3013,2.1762,5.2072,1
15.5468,14.9171,0.8723,5.8505,3.3477,2.2485,5.126,1
15.0996,14.6711,0.872,5.763,3.3211,2.1484,5.3,1
15.3232,14.7941,0.8721,5.8067,3.3344,2.1984,5.213,1
15.1318,15.0358,0.8584,5.7284,3.3782,2.2343,5.1845,1
15.0283,15.0787,0.8859,5.8643,3.3146,2.2787,5.2481,1
15.08,15.0572,0.8721,5.7963,3.3464,2.2565,5.2163,1
15.0036,15.0833,0.8643,5.8367,3.3053,2.2076,5.2659,1
15.2124,14.6944,0.8807,5.871,3.2468,2.2935,5.1442,1
15.108,14.8888,0.8725,5.8538,3.276,2.2505,5.205,1
15.1806,14.6322,0.8811,5.756,3.3186,2.1899,5.1907,1
15.3372,14.6361,0.8716,5.7337,3.3732,2.1499,5.3108,1
15.2589,14.6341,0.8763,5.7448,3.3459,2.1699,5.2507,1
15.2477,14.555,0.8598,5.7099,3.2934,2.2103,5.1907,1
15.2837,15.0729,0.8563,5.8395,3.2833,2.221,5.1962,1
15.2657,14.8139,0.858,5.7747,3.2883,2.2156,5.1934,1
15.1867,15.0477,0.8643,5.8552,3.3265,2.2058,5.2262,1
14.9986,14.5488,0.8811,5.7179,3.2846,2.1721,5.2546,1
15.0926,14.7982,0.8727,5.7865,3.3055,2.1889,5.2404,1
15.3027,14.9765,0.8615,5.6707,3.3782,2.1899,5.1156,1
15.0461,14.7584,0.857,5.7562,3.2702,2.1751,5.3259,1
15.1744,14.8674,0.8592,5.7134,3.3242,2.1825,5.2207,1
15.4675,14.7925,0.8685,5.8044,3.3265,2.1881,5.2095,1
15.4916,14.904,0.8758,5.6639,3.3159,2.1854,5.1918,1
15.4795,14.8482,0.8721,5.7341,3.3212,2.1867,5.2006,1
15.144,15.0833,0.8657,5.7998,3.3769,2.2307,5.1949,1
14.9867,14.8691,0.8553,5.6549,3.3263,2.1558,5.2481,1
15.0653,14.9762,0.8605,5.7273,3.3516,2.1932,5.2215,1
15.4187,14.5966,0.8744,5.7168,3.3676,2.2067,5.1531,1
15.2065,14.706,0.8842,5.7855,3.2481,2.1884,5.1983,1
15.3126,14.6513,0.8793,5.7511,3.3078,2.1975,5.1757,1
15.5407,14.561,0.8838,5.7122,3.2868,2.197,5.316,1
15.1055,14.7759,0.8535,5.8418,3.252,2.2506,5.3195,1
15.3231,14.6684,0.8686,5.777,3.2694,2.2237,5.3177,1
15.3271,15.0893,0.8741,5.68,3.3716,2.2156,5.1302,1
15.4797,15.003,0.8643,5.7157,3.3511,2.2446,5.1464,1
15.4034,15.0461,0.8692,5.6978,3.3613,2.2301,5.1383,1
15.2538,14.7806,0.8574,5.7099,3.3252,2.1899,5.1991,1
15.064,14.7409,0.8581,5.8147,3.2872,2.2476,5.1421,1
15.1589,14.7607,0.8577,5.7623,3.3062,2.2187,5.1706,1
15.4553,14.6322,0.8567,5.7606,3.3014,2.2352,5.1615,1
15.1233,14.6711,0.8821,5.7584,3.3758,2.2328,5.2632,1
15.2893,14.6516,0.8694,5.7595,3.3386,2.234,5.2123,1
15.4797,14.561,0.8849,5.7422,3.2497,2.2289,5.2742,1
15.2243,14.6827,0.8696,5.6954,3.2468,2.1899,5.1962,1
15.352,14.6218,0.8772,5.7188,3.2482,2.2094,5.2352,1
14.9853,15.0062,0.8811,5.7307,3.3649,2.2396,5.3223,1
15.545,15.0671,0.8675,5.862,3.2689,2.2787,5.2611,1
15.2651,15.0366,0.8743,5.7963,3.3169,2.2591,5.2917,1
14.9792,15.0477,0.8842,5.6661,3.2828,2.2538,5.2889,1
14.9749,14.706,0.8814,5.7517,3.3771,2.2269,5.2589,1
14.977,14.8768,0.8828,5.7089,3.3299,2.2403,5.2738,1
15.4736,14.7806,0.8804,5.7076,3.3133,2.213,5.1427,1
15.2362,14.5546,0.8877,5.8012,3.3341,2.2905,5.1183,1
15.3549,14.6676,0.884,5.7544,3.3237,2.2517,5.1304,1
15.0158,14.7628,0.8849,5.7168,3.3769,2.2005,5.2534,1
15.4856,14.7293,0.8783,5.7584,3.312,2.2476,5.1529,1
15.2507,14.746,0.8816,5.7376,3.3444,2.224,5.2031,1
15.3271,14.7272,0.8828,5.7468,3.3345,2.2281,5.2012,1
15.3906,14.6769,0.8668,5.7202,3.3641,2.2239,5.1442,1
15.3588,14.702,0.8748,5.7335,3.3493,2.226,5.1727,1
15.4919,15.1249,0.8563,5.8367,3.3411,2.2343,5.2826,1
15.4262,14.5837,0.8626,5.8215,3.3485,2.252,5.2394,1
15.459,14.8543,0.8594,5.8291,3.3448,2.2431,5.261,1
15.0463,14.7568,0.8588,5.8736,3.3239,2.2343,5.2826,1
15.2184,14.9797,0.856,5.7337,3.2963,2.2476,5.3151,1
15.1323,14.8682,0.8574,5.8036,3.3101,2.2409,5.2988,1
15.5468,14.6203,0.8577,5.6569,3.3,2.2121,5.2742,1
15.4203,15.1253,0.8831,5.835,3.2924,2.2506,5.114,1
15.4835,14.8728,0.8704,5.7459,3.2962,2.2313,5.1941,1
15.3515,15.0715,0.8601,5.7676,3.3371,2.1907,5.1928,1
15.0283,15.1078,0.8877,5.7517,3.3263,2.2269,5.1507,1
15.1899,15.0896,0.8739,5.7596,3.3317,2.2088,5.1717,1
15.3149,15.0062,0.8668,5.7238,3.2629,2.2583,5.1761,1
15.0343,14.9914,0.8765,5.817,3.2533,2.2372,5.1962,1
15.1746,14.9988,0.8716,5.7704,3.258,2.2477,5.1861,1
15.5041,14.9705,0.8751,5.8067,3.3649,2.221,5.1197,1
15.1055,14.6594,0.8636,5.7584,3.3146,2.2846,5.2156,1
15.3048,14.8149,0.8693,5.7825,3.3397,2.2528,5.1676,1
15.4187,14.6203,0.8776,5.7768,3.2709,2.2654,5.1531,1
15.5391,14.706,0.8737,5.7269,3.325,2.2772,5.1594,1
15.4789,14.6631,0.8756,5.7518,3.2979,2.2713,5.1562,1
15.0158,14.561,0.8549,5.7768,3.2497,2.2032,5.2053,1
15.3193,14.9739,0.8577,5.7584,3.3432,2.2683,5.1529,1
15.1675,14.7674,0.8563,5.7676,3.2964,2.2357,5.1791,1
15.2416,15.0952,0.8758,5.7007,3.3464,2.2272,5.1323,1
15.3609,14.6012,0.8866,5.7134,3.3015,2.2461,5.313,1
15.3012,14.8482,0.8812,5.707,3.3239,2.2366,5.2226,1
15.0463,15.0774,0.8542,5.6777,3.3689,2.2369,5.1949,1
15.159,14.6711,0.8612,5.8733,3.2715,2.2387,5.1572,1
15.1026,14.8742,0.8576,5.7755,3.3202,2.2378,5.176,1
15.1745,15.0536,0.8549,5.7399,3.3557,2.2529,5.1657,1
15.4797,15.0962,0.8866,5.6819,3.3732,2.2417,5.207,1
15.3271,15.0749,0.8707,5.7109,3.3644,2.2473,5.1863,1
15.4187,14.9349,0.8804,5.7053,3.2908,2.213,5.2701,1
15.0283,14.8632,0.8884,5.7134,3.3211,2.2683,5.2286,1
15.2235,14.899,0.8844,5.7093,3.3059,2.2406,5.2493,1
15.0463,14.5966,0.8734,5.8367,3.3,2.2592,5.1865,1
15.3847,14.5779,0.8737,5.853,3.2624,2.2328,5.1291,1
15.2155,14.5872,0.8735,5.8448,3.2812,2.246,5.1578,1
14.9731,15.0358,0.8581,5.756,3.2643,2.2272,5.2095,1
15.3312,14.9506,0.856,5.844,3.3367,2.2032,5.2762,1
15.1521,14.9932,0.857,5.8,3.3005,2.2152,5.2428,1
15.0829,14.9884,0.8811,5.8552,3.2802,2.2654,5.1448,1
15.2718,15.1253,0.8751,5.7247,3.3367,2.2387,5.3151,1
15.1773,15.0568,0.8781,5.7899,3.3084,2.252,5.2299,1
15.0646,14.745,0.873,5.7261,3.255,2.2503,5.2116,1
15.5332,14.706,0.8598,5.7382,3.2559,2.292,5.2913,1
15.2989,14.7255,0.8664,5.7321,3.2554,2.2711,5.2514,1
15.1745,14.6797,0.8682,5.7168,3.2868,2.2432,5.1928,1
14.9689,14.9098,0.8612,5.7607,3.3458,2.1573,5.114,1
15.0717,14.7947,0.8647,5.7387,3.3163,2.2002,5.1533,1
15.3698,14.5906,0.8584,5.7353,3.2576,2.2556,5.3014,1
15.3906,14.5954,0.8703,5.781,3.3067,2.2121,5.1183,1
15.3801,14.593,0.8643,5.7581,3.2821,2.2338,5.2098,1
15.559,14.739,0.8852,5.703,3.2802,2.1836,5.1573,1
15.1293,15.1137,0.8706,5.7022,3.3367,2.2091,5.1421,1
15.3441,14.9263,0.8779,5.7026,3.3084,2.1963,5.1497,1
15.0402,15.1249,0.8751,5.8667,3.2563,2.2343,5.1427,1
15.3015,14.607,0.8818,5.8012,3.2872,2.2313,5.1832,1
15.1708,14.8659,0.8784,5.8339,3.2717,2.2328,5.1629,1
14.967,14.9052,0.8692,5.6869,3.3225,2.1792,5.1615,1
15.0105,14.9331,0.8716,5.8215,3.2637,2.2491,5.2437,1
14.9887,14.9191,0.8704,5.7542,3.2931,2.2141,5.2026,1
15.4614,15.0893,0.8682,5.7975,3.2656,2.1987,5.3181,1
15.5213,14.6361,0.8664,5.826,3.368,2.1795,5.2135,1
