@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.2065,15.1813,0.8805,5.8292,3.4097,2.2798,5.3661,1
15.3713,15.0947,0.8927,5.7376,3.3136,2.184,5.293,1
15.2889,15.138,0.8866,5.7834,3.3616,2.2319,5.3295,1
14.9929,14.9142,0.8635,5.8033,3.297,2.1921,5.1182,1
14.963,14.789,0.8875,5.9121,3.338,2.2025,5.2227,1
14.9779,14.8516,0.8755,5.8576,3.3175,2.1973,5.1704,1
15.466,14.7138,0.8766,5.8897,3.3567,2.242,5.2487,1
15.1412,15.1457,0.8653,5.7714,3.2582,2.1636,5.2416,1
15.3036,14.9297,0.8709,5.8305,3.3074,2.2028,5.2451,1
15.26,15.1961,0.8749,5.7543,3.3037,2.2132,5.2878,1
15.0669,14.7089,0.8958,5.8868,3.2826,2.1895,5.2172,1
15.1634,14.9525,0.8853,5.8205,3.2931,2.2013,5.2524,1
15.0692,14.6025,0.8936,5.6563,3.2855,2.2409,5.2904,1
15.5198,14.9273,0.8635,5.9149,3.3494,2.2339,5.1496,1
15.2945,14.7649,0.8785,5.7856,3.3174,2.2374,5.22,1
15.4736,15.2035,0.8675,5.7543,3.2888,2.1843,5.1939,1
15.4159,15.1821,0.8675,5.7432,3.3022,2.221,5.1442,1
15.4447,15.1928,0.8675,5.7487,3.2955,2.2026,5.169,1
15.3744,14.6099,0.8766,5.884,3.3567,2.1788,5.3322,1
15.0224,14.6434,0.8905,5.7404,3.2663,2.2728,5.2118,1
15.1984,14.6266,0.8835,5.8122,3.3115,2.2258,5.272,1
15.0082,14.9142,0.8609,5.7053,3.35,2.2254,5.2513,1
15.1115,14.7672,0.8596,5.8868,3.3657,2.184,5.3497,1
15.0598,14.8407,0.8602,5.796,3.3578,2.2047,5.3004,1
15.2371,15.07,0.8775,5.8206,3.3649,2.221,5.2852,1
15.0595,15.1311,0.8622,5.8221,3.2842,2.2062,5.1334,1
15.1483,15.1005,0.8698,5.8213,3.3245,2.2136,5.2093,1
15.321,14.8325,0.8762,5.8177,3.3898,2.2543,5.1234,1
15.0744,14.6143,0.8657,5.7855,3.3722,2.2432,5.3281,1
15.1977,14.7234,0.8709,5.8016,3.381,2.2487,5.2257,1
15.0768,15.1293,0.8688,5.8004,3.2739,2.1799,5.1782,1
15.5198,15.1602,0.8579,5.7911,3.3299,2.1747,5.2254,1
15.2983,15.1447,0.8633,5.7957,3.3019,2.1772,5.2018,1
15.5423,15.2852,0.8692,5.835,3.408,2.2187,5.2382,1
15.349,14.5997,0.8858,5.7855,3.4081,2.2173,5.3362,1
15.4456,14.9424,0.8775,5.8102,3.408,2.218,5.2872,1
15.5194,14.9587,0.8692,5.7197,3.2855,2.1843,5.3426,1
15.0744,14.8909,0.8971,5.9318,3.3788,2.2746,5.3633,1
15.2969,14.9248,0.8831,5.8257,3.3321,2.2294,5.3529,1
15.4583,14.8771,0.8845,5.6736,3.297,2.2809,5.3557,1
15.3713,14.7308,0.8701,5.8024,3.2924,2.2376,5.247,1
15.4148,14.8039,0.8773,5.7379,3.2947,2.2592,5.3013,1
15.2905,14.7138,0.857,5.7457,3.3898,2.2176,5.2356,1
15.5049,15.2112,0.8788,5.732,3.325,2.2358,5.2848,1
15.3977,14.9625,0.8679,5.7388,3.3574,2.2267,5.2601,1
15.3286,14.9364,0.8923,5.7802,3.2706,2.2809,5.3139,1
15.5272,14.6944,0.8596,5.8361,3.2777,2.2025,5.2984,1
15.4279,14.8154,0.8759,5.8081,3.2741,2.2416,5.3061,1
15.6109,14.8845,0.8923,5.8062,3.408,2.2309,5.1417,1
15.3787,14.7089,0.8705,5.9177,3.268,2.147,5.2578,1
15.4948,14.7967,0.8814,5.8619,3.338,2.1889,5.1997,1
15.2676,15.018,0.8805,5.7024,3.3567,2.1788,5.3035,1
15.5495,15.1602,0.8953,5.8868,3.2484,2.3153,5.293,1
15.4085,15.0891,0.8879,5.7946,3.3025,2.247,5.2982,1
15.0539,15.0255,0.8749,5.7774,3.2937,2.2654,5.2513,1
15.6757,14.6143,0.8914,5.6729,3.3152,2.1747,5.1902,1
15.3648,14.8199,0.8831,5.7251,3.3044,2.22,5.2207,1
14.97,15.2629,0.877,5.7946,3.3914,2.2876,5.1625,1
15.1263,14.8327,0.8574,5.8333,3.3054,2.2876,5.3768,1
15.0481,15.0478,0.8672,5.8139,3.3484,2.2876,5.2696,1
15.6109,14.6248,0.8914,5.907,3.2838,2.1832,5.3687,1
15.3193,14.8691,0.8871,5.9149,3.2777,2.2432,5.1307,1
15.4651,14.7469,0.8892,5.9109,3.2807,2.2131,5.2497,1
15.5804,14.9142,0.8892,5.6967,3.3169,2.1821,5.1834,1
15.2303,14.5924,0.8601,5.8389,3.3494,2.2654,5.3768,1
15.4053,14.7533,0.8746,5.7677,3.3331,2.2237,5.2801,1
15.6338,15.0106,0.8966,5.6592,3.3898,2.1976,5.2904,1
15.1931,14.6288,0.8949,5.7376,3.3071,2.3209,5.274,1
15.4134,14.8197,0.8957,5.6983,3.3484,2.2592,5.2821,1
15.2447,15.0997,0.8705,5.8696,3.254,2.2687,5.3165,1
15.3787,15.1748,0.8936,5.9177,3.3152,2.1488,5.3281,1
15.3117,15.1372,0.882,5.8936,3.2846,2.2087,5.3223,1
15.5423,14.9513,0.8744,5.6679,3.408,2.2876,5.2565,1
15.1337,15.0583,0.8775,5.7038,3.3087,2.1877,5.3308,1
15.338,15.0048,0.8759,5.6858,3.3583,2.2376,5.2936,1
15.7101,14.8177,0.867,5.7514,3.2821,2.2676,5.1886,1
15.3787,15.233,0.8605,5.7461,3.2647,2.245,5.2659,1
15.5444,15.0253,0.8637,5.7487,3.2733,2.2563,5.2272,1
15.5346,14.5506,0.8635,5.8465,3.3832,2.2232,5.2252,1
15.2525,14.8472,0.8919,5.7742,3.3576,2.1895,5.2848,1
15.3935,14.6989,0.8777,5.8103,3.3704,2.2063,5.255,1
15.5499,14.6841,0.8923,5.884,3.2672,2.2298,5.28,1
15.1783,15.1821,0.8888,5.687,3.3348,2.295,5.174,1
15.3641,14.9331,0.8905,5.7855,3.301,2.2624,5.227,1
14.9624,14.6916,0.8736,5.8263,3.307,2.262,5.2617,1
15.4159,15.1966,0.8705,5.6701,3.3885,2.2543,5.2848,1
15.1891,14.9441,0.872,5.7482,3.3477,2.2581,5.2732,1
15.5804,14.8103,0.8622,5.8235,3.3583,2.1788,5.3713,1
15.015,14.6507,0.8757,5.777,3.3902,2.171,5.2497,1
15.2977,14.7305,0.8689,5.8002,3.3742,2.1749,5.3104,1
15.0311,15.1813,0.8679,5.8753,3.259,2.1899,5.1678,1
15.0818,14.8909,0.8919,5.7151,3.3103,2.332,5.1307,1
15.0564,15.0361,0.8799,5.7951,3.2846,2.2609,5.1492,1
15.1379,14.9142,0.8862,5.6823,3.2639,2.2587,5.2017,1
15.2228,15.1675,0.877,5.6701,3.3364,2.1877,5.1118,1
15.1803,15.0408,0.8816,5.6762,3.3001,2.2232,5.1567,1
15.1531,14.5432,0.8701,5.6621,3.3086,2.2709,5.3087,1
15.208,14.5779,0.8605,5.898,3.3478,2.3246,5.3714,1
15.1805,14.5605,0.8653,5.78,3.3282,2.2977,5.34,1
15.2676,14.9216,0.8618,5.763,3.2556,2.2154,5.233,1
15.6831,14.607,0.8583,5.929,3.3152,2.2894,5.1605,1
15.4753,14.7643,0.86,5.846,3.2854,2.2523,5.1967,1
15.0921,14.8325,0.8557,5.8148,3.3368,2.2198,5.3217,1
15.698,15.2622,0.8736,5.8192,3.3478,2.1969,5.3092,1
15.395,15.0473,0.8646,5.817,3.3423,2.2083,5.3154,1
15.5499,14.8103,0.8792,5.6736,3.3235,2.1999,5.2304,1
15.3787,15.0729,0.8814,5.6898,3.2696,2.3172,5.2794,1
15.4643,14.9416,0.8803,5.6817,3.2965,2.2585,5.2549,1
15.2752,15.07,0.8779,5.6563,3.2739,2.1876,5.246,1
15.1931,15.2185,0.8966,5.8586,3.3576,2.2783,5.3633,1
15.2341,15.1442,0.8872,5.7574,3.3157,2.2329,5.3046,1
15.5041,14.6396,0.8714,5.8004,3.3418,2.2176,5.2982,1
15.3416,14.9273,0.874,5.777,3.2761,2.1525,5.1469,1
15.4228,14.7834,0.8727,5.7887,3.3089,2.185,5.2225,1
15.7101,14.5654,0.8966,5.6996,3.2457,2.2221,5.22,1
15.3045,14.5997,0.8762,5.7573,3.3576,2.319,5.1956,1
15.5073,14.5825,0.8864,5.7284,3.3016,2.2705,5.2078,1
15.2065,15.1961,0.8775,5.8811,3.355,2.2631,5.2252,1
15.156,15.0583,0.8627,5.9206,3.2598,2.3264,5.3281,1
15.1812,15.1271,0.8701,5.9008,3.3074,2.2947,5.2766,1
15.1989,14.6174,0.881,5.8004,3.3914,2.2221,5.3609,1
15.5569,15.0219,0.871,5.8389,3.2745,2.2413,5.2037,1
15.3779,14.8196,0.876,5.8196,3.3329,2.2317,5.2823,1
15.1608,14.8771,0.8849,5.7918,3.2954,2.2154,5.3374,1
15.1115,15.0219,0.8723,5.8136,3.3511,2.1525,5.3092,1
15.1361,14.9495,0.8786,5.8027,3.3232,2.1839,5.3233,1
15.321,14.6767,0.894,5.907,3.3898,2.2132,5.3374,1
15.0818,15.0001,0.8888,5.7151,3.2614,2.2321,5.2551,1
15.2014,14.8384,0.8914,5.811,3.3256,2.2226,5.2962,1
14.97,15.159,0.8827,5.7543,3.3666,2.2676,5.2539,1
15.3639,14.8836,0.8775,5.7967,3.2484,2.2987,5.2308,1
15.1669,15.0213,0.8801,5.7755,3.3075,2.2831,5.2423,1
15.4049,14.9735,0.8897,5.7053,3.3832,2.2476,5.3191,1
15.1337,14.9419,0.8614,5.853,3.3674,2.2099,5.3714,1
