@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.6384,14.7999,0.9069,5.6079,3.4742,2.2809,5.137,1
14.7789,14.6405,0.9136,5.5372,3.4896,2.2964,5.3898,1
15.2086,14.7201,0.9102,5.5725,3.4819,2.2886,5.2634,1
15.8734,15.4528,0.9117,6.039,3.4269,2.2736,5.2805,1
14.9749,14.8327,0.9203,5.6177,3.2996,2.1255,5.0804,1
15.4241,15.1427,0.916,5.8283,3.3632,2.1995,5.1804,1
15.4705,14.4408,0.8801,6.1087,3.3212,2.1734,5.4413,1
14.5176,14.4163,0.9069,5.562,3.3784,2.4389,5.3957,1
14.994,14.4285,0.8935,5.8353,3.3498,2.3061,5.4185,1
14.5137,14.2122,0.8964,5.8108,3.2484,2.1221,4.9991,1
15.4159,14.144,0.8715,5.9397,3.296,2.4104,5.4611,1
14.9648,14.1781,0.8839,5.8752,3.2721,2.2662,5.2301,1
14.9334,14.5061,0.8351,5.5952,3.2338,2.1392,5.4642,1
15.7425,14.6565,0.9012,5.983,3.4358,2.2964,5.4849,1
15.3379,14.5813,0.8681,5.789,3.3348,2.2178,5.4745,1
14.6648,15.5998,0.8514,5.5319,3.4706,2.1563,5.3609,1
16.1508,15.0088,0.8418,6.0759,3.4896,2.0807,5.1875,1
15.4078,15.3043,0.8466,5.8039,3.4801,2.1185,5.2742,1
14.9166,14.1143,0.8791,5.9059,3.5107,2.2907,5.493,1
16.0528,14.3682,0.8878,5.6425,3.3999,2.272,5.2232,1
15.4847,14.2412,0.8834,5.7742,3.4553,2.2813,5.3581,1
15.6552,15.4202,0.8284,5.7918,3.3904,2.1514,5.0221,1
15.3505,15.2651,0.8715,5.8592,3.2816,2.2802,5.2589,1
15.5028,15.3426,0.8499,5.8255,3.336,2.2157,5.1404,1
15.0509,14.1469,0.8897,5.684,3.467,2.2443,5.4528,1
14.6319,14.5284,0.8763,5.7168,3.2171,2.0441,5.5444,1
14.8414,14.3376,0.883,5.7004,3.342,2.1441,5.4986,1
15.2355,15.5998,0.8935,5.7664,3.4524,2.1099,5.1944,1
14.8932,14.5124,0.8935,5.9459,3.3533,2.1621,5.2827,1
15.0643,15.0561,0.8935,5.8561,3.4028,2.136,5.2385,1
14.648,15.6977,0.8763,5.7664,3.456,2.2198,5.1312,1
15.3832,14.2081,0.8619,5.9025,3.4681,2.1581,5.0269,1
15.0156,14.9529,0.8691,5.8344,3.462,2.1889,5.079,1
15.6216,14.8489,0.882,5.6777,3.2593,2.1954,5.0738,1
14.9095,14.5284,0.8954,5.5558,3.1526,2.2842,5.4671,1
15.2655,14.6886,0.8887,5.6167,3.2059,2.2397,5.2704,1
15.0509,14.4081,0.8418,5.9883,3.2884,2.3444,5.3092,1
15.9058,15.0088,0.9088,5.9397,3.382,2.2028,5.0685,1
15.4783,14.7084,0.8753,5.964,3.3352,2.2736,5.1888,1
15.8398,14.8815,0.8782,5.665,3.3212,2.1856,5.3609,1
15.2199,15.2971,0.9127,5.8097,3.5075,2.329,5.5028,1
15.5298,15.0893,0.8954,5.7373,3.4143,2.2573,5.4318,1
14.8998,15.5508,0.8724,5.6903,3.2265,2.2882,5.1886,1
15.2362,15.3451,0.859,5.9645,3.4107,2.2395,5.479,1
15.068,15.4479,0.8657,5.8274,3.3186,2.2638,5.3338,1
14.8159,14.2285,0.8743,6.0263,3.2374,2.1148,5.3264,1
14.8605,15.5694,0.8494,5.9397,3.1741,2.1988,5.3541,1
14.8382,14.8989,0.8618,5.983,3.2057,2.1567,5.3402,1
15.5377,15.2243,0.8456,5.7284,3.1791,2.3493,5.246,1
15.7915,15.3612,0.836,6.0512,3.4465,2.1784,5.3005,1
15.6646,15.2927,0.8408,5.8897,3.3128,2.2638,5.2732,1
