@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
16.2366,15.9975,0.8797,5.5901,3.3649,2.3897,5.6689,1
14.7551,13.7335,0.8291,6.0331,3.2207,2.5096,5.4255,1
15.4958,14.8655,0.8544,5.8116,3.2928,2.4496,5.5472,1
15.1684,14.8696,0.7995,5.2558,3.5902,2.141,4.8337,1
14.4879,14.4323,0.9093,6.0557,3.3315,1.888,4.8414,1
14.8281,14.6509,0.8544,5.6557,3.4608,2.0145,4.8375,1
14.5275,15.1664,0.8988,5.9358,3.1795,2.1321,5.2826,1
14.7551,14.1702,0.9023,6.0557,3.3511,2.0878,5.274,1
14.6413,14.6683,0.9005,5.9957,3.2653,2.1099,5.2783,1
14.4054,13.4153,0.9389,5.2212,3.5173,2.4208,5.6793,1
15.3193,15.5679,0.8065,5.6729,3.3445,2.4726,4.9171,1
14.8623,14.4916,0.8727,5.447,3.4309,2.4467,5.2981,1
15.0158,13.534,0.9284,6.2931,3.5239,2.101,5.5332,1
16.4775,16.0338,0.8953,5.2451,3.312,2.2728,4.8847,1
15.7466,14.7839,0.9118,5.7691,3.4179,2.1869,5.2089,1
14.9242,13.6824,0.925,5.348,3.2258,1.9989,5.1469,1
14.4285,16.1794,0.9371,5.8418,3.2533,2.036,5.2091,1
14.6763,14.9309,0.931,5.5949,3.2395,2.0174,5.178,1
14.2223,16.0568,0.871,6.2125,3.2523,2.2654,5.3974,1
15.7945,16.2376,0.8065,5.9543,3.5336,2.036,5.1875,1
15.0084,16.1471,0.8387,6.0834,3.3929,2.1507,5.2924,1
14.3749,15.9084,0.8379,5.7975,3.4444,2.3231,5.1364,1
13.9236,15.1894,0.8744,5.2001,3.2207,2.4504,5.6634,1
14.1492,15.5489,0.8561,5.4988,3.3325,2.3867,5.3999,1
15.8704,14.4541,0.8988,5.4979,3.1331,2.2254,5.6376,1
14.6066,14.4323,0.9145,5.2901,3.1294,1.8954,4.8306,1
15.2385,14.4432,0.9066,5.394,3.1312,2.0604,5.2341,1
15.6872,15.5523,0.8187,5.6246,3.5173,2.412,5.6793,1
15.7351,15.102,0.803,6.1457,3.6248,2.5096,5.512,1
15.7111,15.3271,0.8108,5.8851,3.571,2.4608,5.5956,1
15.2905,15.8788,0.9319,5.6362,3.4378,2.412,5.3661,1
14.5769,14.9273,0.7926,6.2583,3.0708,2.184,5.6201,1
14.9337,15.403,0.8622,5.9472,3.2543,2.298,5.4931,1
14.2833,13.445,0.9354,5.9243,3.0205,2.0433,5.1782,1
16.4775,15.8591,0.8588,5.9543,3.0382,1.9768,5.2848,1
15.3804,14.652,0.8971,5.9392,3.0293,2.01,5.2315,1
14.558,15.9975,0.8692,5.6131,3.2523,2.3764,5.1051,1
14.5176,14.0829,0.9006,5.504,3.2989,2.2506,5.2632,1
14.5378,15.0402,0.8849,5.5585,3.2756,2.3135,5.1841,1
15.0768,13.5044,0.8675,5.9243,3.4047,2.0388,5.5227,1
15.7648,16.2085,0.8622,5.3689,3.4814,2.1248,4.8955,1
15.4208,14.8564,0.8648,5.6465,3.443,2.0818,5.2091,1
14.6496,15.3148,0.9354,5.8436,3.4047,2.0433,5.3452,1
16.2993,14.9855,0.81,6.0557,3.2207,2.147,5.6526,1
15.4744,15.1501,0.8727,5.9496,3.3127,2.0951,5.4989,1
15.0158,15.9975,0.8953,5.9013,3.1795,2.3764,5.6689,1
13.8345,13.8791,0.8361,5.6504,3.5336,1.8954,5.6093,1
14.4251,14.9383,0.8657,5.7758,3.3565,2.1359,5.6391,1
13.8866,16.0865,0.8135,6.0857,3.5305,2.2654,5.4079,1
15.9133,13.4714,0.8222,5.8192,3.6379,2.3542,5.0144,1
14.8999,14.7789,0.8178,5.9524,3.5842,2.3098,5.2111,1
16.6944,16.2052,0.7891,6.3277,3.1861,2.1188,4.9903,1
14.7848,13.617,0.9145,5.6053,3.4423,2.295,5.3281,1
15.7396,14.9111,0.8518,5.9665,3.3142,2.2069,5.1592,1
15.8398,15.2852,0.857,5.7399,3.2523,2.4031,5.742,1
13.8345,14.9564,0.7926,6.2133,3.5662,2.4208,5.2848,1
14.8371,15.1208,0.8248,5.9765,3.4092,2.4119,5.5134,1
16.1145,13.8902,0.81,5.3365,3.2523,2.3809,5.6584,1
15.7351,15.6553,0.871,6.0557,3.2728,2.4652,4.8306,1
15.9248,14.7727,0.8405,5.696,3.2625,2.423,5.2445,1
14.3138,15.8194,0.871,5.6823,3.2391,2.0477,4.7293,1
16.329,15.5679,0.9528,5.9318,3.4553,2.147,5.5985,1
15.3214,15.6936,0.9119,5.807,3.3472,2.0973,5.1639,1
14.4664,13.7121,0.8483,5.6362,3.3451,2.3276,5.1678,1
16.0914,16.092,0.7943,5.504,3.4032,1.8954,5.1659,1
15.2789,14.902,0.8213,5.5701,3.3741,2.1115,5.1668,1
14.619,15.9084,0.7873,6.2816,3.4643,2.3409,5.5123,1
16.4478,14.6652,0.8884,6.0669,3.4749,2.5614,5.5877,1
15.5334,15.2868,0.8378,6.1742,3.4696,2.4511,5.55,1
14.6801,13.8308,0.8779,5.2789,3.0006,2.3631,5.1886,1
16.0914,15.2476,0.864,5.414,3.1229,2.5614,5.6742,1
15.3857,14.5392,0.8709,5.3464,3.0617,2.4622,5.4314,1
16.6333,15.8194,0.8413,6.1664,3.0205,2.0166,5.5749,1
14.0721,16.1503,0.9476,5.2789,3.4293,1.9176,4.9928,1
15.3527,15.9848,0.8944,5.7226,3.2249,1.9671,5.2838,1
15.5346,15.7304,0.9058,5.9704,3.2192,2.3498,5.3766,1
13.7752,15.0438,0.8135,6.2696,3.0838,2.0212,4.9387,1
14.6549,15.3871,0.8596,6.1199,3.1515,2.1855,5.1576,1
14.558,15.4336,0.7926,5.3826,3.259,2.4031,4.7397,1
14.666,15.7426,0.8344,6.0106,3.4879,2.2728,5.1226,1
14.612,15.5881,0.8135,5.6966,3.3734,2.3379,4.9311,1
15.4431,14.1276,0.9145,6.1087,3.047,2.2076,5.1469,1
15.4084,14.4614,0.904,5.4252,3.5922,2.4652,5.4038,1
15.4257,14.2945,0.9092,5.7669,3.3196,2.3363,5.2753,1
14.619,14.84,0.8361,6.1779,3.5438,2.061,5.1991,1
15.9727,13.5005,0.8622,5.9769,3.4423,1.9028,5.3606,1
15.2958,14.1702,0.8491,6.0774,3.493,1.9819,5.2798,1
14.6496,16.0568,0.871,5.9243,3.5239,2.1232,5.0216,1
16.0617,14.5197,0.7908,5.9656,3.5401,2.4208,5.0253,1
15.3556,15.2882,0.8309,5.9449,3.532,2.272,5.0234,1
14.497,13.8012,0.9075,5.3711,3.4378,2.4208,5.5958,1
14.1612,13.617,0.9441,6.1345,3.1425,1.9472,5.1983,1
14.3291,13.7091,0.9258,5.7528,3.2901,2.184,5.397,1
15.9314,13.5044,0.8466,6.0511,3.4974,2.2743,5.2722,1
16.4775,15.4514,0.803,5.3464,3.4097,2.4578,5.6959,1
16.2044,14.4779,0.8248,5.6987,3.4535,2.366,5.484,1
15.9314,13.9792,0.8675,5.9819,3.4246,2.3231,5.648,1
