@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
16.612,15.901,0.9514,6.1093,3.4418,2.1097,5.1965,1
15.3342,14.5531,0.9481,6.2831,3.4149,2.1199,5.5039,1
15.9731,15.227,0.9497,6.1962,3.4283,2.1147,5.3502,1
16.1771,14.2374,0.8472,5.4633,3.0768,2.0675,5.3353,1
15.1367,15.217,0.867,5.3419,3.2787,2.5699,4.8874,1
15.6569,14.7272,0.8571,5.4025,3.1777,2.3186,5.1113,1
14.3215,14.7732,0.9398,5.4195,3.2278,2.0422,5.6031,1
14.7982,14.0829,0.8339,5.7483,3.2106,2.2816,4.8565,1
14.5598,14.428,0.8868,5.5839,3.2192,2.1619,5.2298,1
16.757,14.9705,0.9084,5.5728,3.2278,2.1772,5.0675,1
15.2778,14.4702,0.9001,6.0157,3.4335,2.0637,5.6683,1
16.0174,14.7203,0.9042,5.7942,3.3306,2.1204,5.3679,1
14.5534,13.7017,0.8687,6.0108,3.2908,2.0464,5.2262,1
16.5473,15.4383,0.8488,6.1226,3.5635,1.9793,5.4217,1
15.5503,14.57,0.8587,6.0667,3.4271,2.0128,5.3239,1
14.6114,16.0138,0.8654,5.7042,3.0705,2.3122,5.4047,1
14.6853,15.383,0.8488,6.3152,3.5883,1.9864,5.1442,1
14.6483,15.6984,0.8571,6.0097,3.3294,2.1492,5.2744,1
16.322,14.463,0.9332,5.3976,3.467,2.1477,5.0576,1
15.8984,14.4978,0.8422,5.7697,3.5202,2.0356,5.6272,1
16.1102,14.4804,0.8877,5.5836,3.4936,2.0916,5.3423,1
15.7422,15.9292,0.8041,6.0327,3.5613,2.1645,4.7997,1
14.4879,14.4148,0.9432,6.2082,3.3468,2.3238,4.8976,1
15.115,15.172,0.8736,6.1204,3.454,2.2441,4.8486,1
15.2493,14.0119,0.8389,5.7261,3.5362,2.1941,5.5932,1
15.1367,14.6085,0.9332,6.1868,3.2849,1.9793,5.4319,1
15.193,14.3102,0.886,5.9564,3.4105,2.0867,5.5125,1
14.1475,15.4781,0.9448,5.4742,3.0768,2.0253,5.4642,1
14.1493,14.1382,0.9332,5.2991,3.2663,2.2605,5.4319,1
14.1484,14.8081,0.939,5.3866,3.1715,2.1429,5.448,1
15.2783,14.9987,0.9051,6.2845,3.1838,2.1477,5.5733,1
15.7009,16.2682,0.872,5.9087,3.4026,2.0707,5.5141,1
15.4896,15.6334,0.8885,6.0966,3.2932,2.1092,5.5436,1
15.4232,13.5044,0.8339,5.7261,3.3789,2.3291,5.5535,1
14.911,14.6638,0.867,5.898,3.1053,2.2605,5.2573,1
15.1671,14.0841,0.8504,5.812,3.242,2.2948,5.4054,1
15.7132,15.3935,0.7959,5.6166,3.5551,2.0717,5.4841,1
16.4626,14.2489,0.8108,5.2563,3.0496,2.1621,5.0107,1
16.0878,14.8212,0.8033,5.4364,3.3023,2.1169,5.2474,1
15.1623,14.1811,0.8687,5.5399,3.2719,2.3249,5.5833,1
14.6289,14.3042,0.9531,5.7697,3.0372,2.2676,5.247,1
14.8956,14.2426,0.9109,5.6548,3.1545,2.2962,5.4151,1
14.2635,14.0965,0.9299,6.0765,3.4544,2.2447,5.4444,1
16.6601,15.9362,0.9498,5.6948,3.0929,2.4996,5.1031,1
15.4618,15.0163,0.9398,5.8856,3.2736,2.3721,5.2737,1
13.9155,14.322,0.867,5.6604,3.3977,2.059,4.9783,1
15.9548,15.4936,0.8737,5.8446,3.2354,2.3098,5.6169,1
14.9351,14.9078,0.8703,5.7524,3.3165,2.1844,5.2976,1
16.2641,14.5476,0.7942,5.8794,3.102,2.0337,5.0874,1
15.842,14.8298,0.8041,5.3205,3.1673,2.5277,5.1134,1
16.053,14.6887,0.7991,5.5999,3.1346,2.2807,5.1004,1
16.1771,15.2525,0.9117,5.5071,3.6117,2.3629,5.0576,1
16.0395,15.9086,0.7942,6.0478,3.4397,2.5769,4.8976,1
16.1083,15.5805,0.8529,5.7774,3.5257,2.4699,4.9776,1
13.9155,14.0119,0.8538,5.7699,3.1649,2.2236,5.5039,1
15.5035,14.0829,0.9034,5.8232,3.3592,2.0707,4.9798,1
14.7095,14.0474,0.8786,5.7965,3.262,2.1471,5.2418,1
16.554,13.9837,0.8041,6.0655,3.4229,2.059,4.8394,1
15.5599,13.5573,0.8803,5.7697,3.0991,2.5066,5.134,1
16.0569,13.7705,0.8422,5.9176,3.261,2.2828,4.9867,1
14.4374,14.4066,0.9299,5.737,3.6054,2.3924,5.4047,1
14.375,14.9957,0.9514,6.1119,3.2601,1.9301,5.5758,1
14.4062,14.7011,0.9406,5.9244,3.4327,2.1612,5.4902,1
15.0173,14.2656,0.8703,5.6494,3.5613,2.422,4.8592,1
16.0959,15.9916,0.7959,6.1226,3.5512,2.2605,5.0415,1
15.5566,15.1286,0.8331,5.886,3.5562,2.3412,4.9503,1
14.4084,13.7017,0.9283,5.4742,3.3663,2.3924,5.2857,1
16.3498,15.9916,0.8207,6.2938,3.4087,2.5066,5.658,1
15.3791,14.8466,0.8745,5.884,3.3875,2.4495,5.4718,1
14.8434,13.6171,0.9216,5.8465,3.3285,2.1772,5.4543,1
14.8264,15.8256,0.9167,5.3205,3.3654,2.0989,5.2367,1
14.8349,14.7213,0.9191,5.5835,3.3469,2.138,5.3454,1
16.554,14.7168,0.824,6.0655,3.0957,2.4388,4.9485,1
16.4626,15.9086,0.8968,5.3205,3.1301,1.9231,5.6785,1
16.5082,15.3127,0.8604,5.6929,3.1128,2.1809,5.3134,1
15.9161,14.9423,0.8091,5.8465,3.253,2.2827,4.8493,1
14.7135,13.8063,0.9415,5.7376,3.6193,2.591,5.1956,1
15.3148,14.3743,0.8753,5.792,3.4361,2.4368,5.0224,1
14.8144,14.0119,0.9481,5.5837,3.3537,2.3207,5.2758,1
14.0929,15.1617,0.9398,6.3045,3.192,2.3519,5.2367,1
14.4536,14.5868,0.9439,5.9441,3.2728,2.3363,5.2562,1
15.7712,13.6735,0.8902,5.518,3.5928,2.4431,5.2064,1
16.6883,14.6361,0.9117,6.1226,3.2601,2.1973,4.8976,1
16.2297,14.1548,0.9009,5.8202,3.4264,2.3202,5.0519,1
15.3363,13.6453,0.819,5.2881,3.0579,2.2447,5.3056,1
15.5317,15.8256,0.8637,5.8018,3.5759,2.2184,5.3395,1
15.434,14.7354,0.8413,5.5449,3.3169,2.2315,5.3225,1
16.728,15.6754,0.9448,5.518,3.3096,2.1814,4.8196,1
15.1649,14.1105,0.8869,6.251,3.1858,1.9864,4.8771,1
15.9464,14.8929,0.9158,5.8845,3.2477,2.0839,4.8483,1
16.67,15.4217,0.9415,5.7699,3.6369,2.2785,5.3353,1
16.3216,15.7979,0.8455,5.8339,3.483,2.5839,5.0723,1
16.4958,15.6098,0.8935,5.8019,3.5599,2.4312,5.2038,1
14.1185,13.7581,0.8174,5.31,3.5173,2.3882,5.0675,1
15.5317,15.1064,0.9018,5.4061,3.0372,2.2535,4.9387,1
14.8251,14.4322,0.8596,5.358,3.2772,2.3208,5.0031,1
14.2925,14.0401,0.8273,5.299,3.4984,2.27,5.127,1
15.8984,15.8533,0.9547,5.6414,3.6255,2.0989,5.5244,1
15.0954,14.9467,0.891,5.4702,3.5619,2.1844,5.3256,1
14.7854,14.4348,0.9498,6.1422,3.5865,2.135,5.3948,1
