@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.0585,15.3089,0.8698,5.9047,3.2497,2.2041,5.1328,1
15.8019,15.0554,0.8759,5.7832,3.2324,2.3612,5.4136,1
15.4302,15.1821,0.8728,5.8439,3.241,2.2826,5.2731,1
14.9944,15.018,0.9034,5.6667,3.3981,2.2196,5.1949,1
15.8539,14.5255,0.8918,5.866,3.3579,2.2446,5.1675,1
15.4241,14.7717,0.8976,5.7663,3.378,2.2321,5.1812,1
15.7101,14.509,0.8723,5.824,3.2474,2.2896,5.1474,1
15.7084,15.0656,0.8729,5.8896,3.4127,2.369,5.2318,1
15.7092,14.7873,0.8726,5.8568,3.33,2.3293,5.1896,1
14.9624,15.4232,0.9021,5.7434,3.2219,2.187,5.2132,1
15.5628,14.5764,0.8966,5.7359,3.3191,2.3534,5.0804,1
15.2626,14.9998,0.8993,5.7396,3.2705,2.2702,5.1468,1
15.144,14.9453,0.8448,5.703,3.2984,2.2554,5.4214,1
15.3758,15.0147,0.8875,5.7399,3.3944,2.1151,5.1675,1
15.2599,14.98,0.8661,5.7214,3.3464,2.1852,5.2944,1
15.7849,15.4336,0.8808,5.9733,3.3424,2.2165,5.3593,1
15.6876,15.0962,0.8527,5.732,3.2826,2.3146,5.2394,1
15.7362,15.2649,0.8667,5.8526,3.3125,2.2655,5.2993,1
15.3897,14.7999,0.8674,5.6264,3.2613,2.1854,5.2789,1
15.2926,15.1268,0.8753,5.9881,3.4081,2.3638,5.2129,1
15.3411,14.9633,0.8713,5.8072,3.3347,2.2746,5.2459,1
15.5285,15.2466,0.8887,5.6869,3.4189,2.288,5.3922,1
15.698,14.4745,0.8942,5.9842,3.3853,2.2343,5.3492,1
15.6132,14.8605,0.8914,5.8355,3.4021,2.2611,5.3706,1
15.6994,14.8518,0.8765,5.6828,3.2311,2.2849,5.2972,1
15.7395,15.3917,0.8479,5.598,3.4058,2.1618,5.2167,1
15.7194,15.1217,0.8622,5.6404,3.3184,2.2233,5.2569,1
15.6888,15.3608,0.8753,5.9652,3.3331,2.2289,5.1949,1
14.8873,14.7599,0.8796,5.9132,3.3602,2.1618,5.2129,1
15.288,15.0603,0.8774,5.9391,3.3466,2.1953,5.2039,1
15.3469,14.4675,0.8936,5.8926,3.3888,2.2896,5.2643,1
15.1887,15.2796,0.8588,5.9054,3.3762,2.3042,5.3303,1
15.2678,14.8735,0.8762,5.899,3.3825,2.2969,5.2973,1
15.8704,15.3297,0.8918,5.7232,3.3262,2.2103,5.1072,1
15.1055,15.3815,0.8576,5.7162,3.2598,2.1928,5.0956,1
