@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
14.1368,15.7422,0.8487,5.6062,3.3755,2.2956,5.5373,1
14.3097,14.9797,0.9128,6.0151,3.1242,2.4578,5.6353,1
14.2232,15.3609,0.8807,5.8106,3.2498,2.3767,5.5862,1
15.0402,15.1961,0.9364,5.5601,3.1159,2.2316,5.5791,1
15.3787,15.5621,0.8821,6.0061,3.5414,2.144,4.9863,1
15.2094,15.3791,0.9092,5.7831,3.3286,2.1878,5.2827,1
14.0636,15.576,0.85,5.6892,3.2431,2.2174,5.2534,1
14.8323,14.5371,0.8807,5.4297,3.1503,2.3867,5.0123,1
14.4479,15.0565,0.8653,5.5594,3.1967,2.302,5.1328,1
16.4075,15.9322,0.8863,5.7261,3.5398,2.2565,4.936,1
14.0959,15.2825,0.811,5.6909,3.3328,1.996,5.1767,1
15.2517,15.6073,0.8486,5.7085,3.4363,2.1262,5.0563,1
14.8937,14.745,0.8682,5.8736,3.1583,2.2138,5.0947,1
14.7373,15.236,0.8905,5.3126,3.0929,2.4578,5.2373,1
14.8155,14.9905,0.8793,5.5931,3.1256,2.3358,5.166,1
16.3343,15.3623,0.9086,5.9289,3.206,2.2281,4.9276,1
14.6185,13.7684,0.9378,5.4657,3.1764,2.4104,4.8133,1
15.4763,14.5653,0.9232,5.6973,3.1912,2.3192,4.8704,1
14.3321,13.7715,0.8654,5.5785,3.5557,2.388,5.078,1
15.9727,14.607,0.8598,5.5918,3.5675,2.2979,5.592,1
15.1524,14.1892,0.8626,5.5851,3.5616,2.3429,5.335,1
14.6007,15.766,0.9392,6.0672,3.047,2.2885,5.1698,1
15.4262,15.1428,0.8891,5.9701,3.4267,2.4518,5.3757,1
15.0134,15.4544,0.9141,6.0186,3.2368,2.3701,5.2727,1
14.9181,15.7422,0.8891,5.5509,3.2219,2.3169,5.0696,1
15.1412,13.8616,0.903,5.871,3.265,1.9664,5.0382,1
15.0296,14.8019,0.896,5.7109,3.2434,2.1416,5.0539,1
15.8948,15.3386,0.9295,5.4402,3.0523,2.093,5.5791,1
14.3809,15.8183,0.8124,5.9881,3.4371,1.925,5.194,1
15.1378,15.5784,0.8709,5.7141,3.2447,2.009,5.3865,1
15.2355,14.9587,0.8264,5.7261,3.5292,2.2885,5.2283,1
14.9274,15.8416,0.9323,6.1052,3.3641,2.3571,5.419,1
15.0814,15.4001,0.8793,5.9156,3.4466,2.3228,5.3236,1
15.4553,14.555,0.8528,6.1133,3.0735,2.2849,5.0362,1
15.5925,14.5837,0.8988,5.853,3.4997,2.2565,4.969,1
15.5239,14.5693,0.8758,5.9831,3.2866,2.2706,5.0026,1
14.088,15.0774,0.9239,6.2055,3.5027,2.1783,5.3786,1
16.0202,14.2343,0.8319,5.3487,3.2024,2.4282,5.1334,1
15.054,14.6558,0.8779,5.7771,3.3525,2.3032,5.256,1
15.0158,15.576,0.9309,5.9474,3.0523,2.2423,5.387,1
15.9489,15.5388,0.8208,5.88,3.5518,2.0138,5.6353,1
15.4823,15.5574,0.8758,5.9137,3.302,2.128,5.5111,1
16.2854,15.3623,0.8793,5.597,3.1901,2.125,5.5039,1
14.1196,14.9564,0.811,5.9431,3.2181,2.0848,5.4968,1
15.2025,15.1593,0.8451,5.77,3.2041,2.1048,5.5003,1
16.3098,14.6263,0.903,5.5417,3.153,2.2707,5.1615,1
14.8561,14.9564,0.8682,5.7539,3.2911,2.073,5.1161,1
15.5829,14.7913,0.8856,5.6478,3.222,2.1718,5.1388,1
14.8693,15.2911,0.9406,6.0857,3.5345,2.3595,5.3118,1
14.6423,15.2592,0.8166,5.7359,3.2859,2.0493,4.9084,1
14.7558,15.2751,0.8786,5.9108,3.4102,2.2044,5.1101,1
14.5519,15.0774,0.9225,5.4494,3.047,2.2423,5.0028,1
15.9251,13.8849,0.9406,5.9161,3.4997,2.0434,5.168,1
15.2385,14.4811,0.9315,5.6827,3.2733,2.1428,5.0854,1
16.4075,14.3176,0.811,5.3019,3.5716,2.3951,5.3786,1
14.4997,15.2592,0.8305,6.0241,3.5622,2.3571,5.4363,1
15.4536,14.7884,0.8207,5.663,3.5669,2.3761,5.4074,1
15.8948,15.5048,0.9086,5.4679,3.5504,2.2529,5.2951,1
14.8086,14.7468,0.8723,6.1412,3.1712,1.9368,5.0988,1
15.3517,15.1258,0.8904,5.8045,3.3608,2.0948,5.1969,1
14.9181,14.65,0.8598,5.3388,3.0629,2.0788,4.8107,1
15.8301,15.6553,0.896,5.862,3.0564,2.363,5.4622,1
15.3741,15.1526,0.8779,5.6004,3.0596,2.2209,5.1364,1
14.8937,15.1011,0.8347,5.3941,3.3649,2.2032,5.5874,1
14.9986,15.8882,0.8166,6.0962,3.4736,2.4104,5.618,1
14.9461,15.4946,0.8256,5.7451,3.4192,2.3068,5.6027,1
15.0402,13.8902,0.8305,5.975,3.1371,2.2245,5.5039,1
14.7611,15.632,0.871,5.5378,3.2546,2.0493,5.6439,1
14.9006,14.7611,0.8507,5.7563,3.1958,2.1368,5.5739,1
15.8215,13.7715,0.8514,5.4587,3.206,2.2387,5.6376,1
15.7113,14.1178,0.8319,5.9251,3.1972,2.511,4.9863,1
15.7664,13.9446,0.8416,5.6919,3.2016,2.3748,5.3119,1
15.2844,15.8847,0.8891,5.4218,3.5186,2.3382,5.22,1
14.8086,13.815,0.8333,5.4207,3.3485,2.1795,4.8652,1
15.0465,14.8498,0.8612,5.4212,3.4335,2.2588,5.0426,1
14.088,16.0034,0.8347,5.9658,3.1106,2.2565,5.412,1
14.3572,15.3058,0.8487,5.5468,3.3537,2.0315,5.2892,1
14.2226,15.6545,0.8417,5.7562,3.2321,2.144,5.3506,1
15.4553,13.9614,0.8946,5.6892,3.2166,2.3311,5.1615,1
14.7373,13.9315,0.8654,5.4657,3.3797,2.215,5.2373,1
15.0963,13.9464,0.8799,5.5774,3.2981,2.273,5.1994,1
15.3088,13.9852,0.825,5.8644,3.5345,2.3382,4.8942,1
15.0699,15.4456,0.9392,6.1502,3.4997,2.363,4.969,1
15.1893,14.7154,0.8821,6.0073,3.5171,2.3506,4.9315,1
15.4553,15.7422,0.8528,5.9842,3.5345,2.1854,5.6041,1
14.476,15.2127,0.8807,5.5648,3.4475,2.1618,5.4363,1
14.9656,15.4774,0.8667,5.7745,3.491,2.1736,5.5202,1
15.7483,16.0272,0.8765,5.8828,3.1742,2.3702,5.529,1
14.1909,14.7468,0.9351,6.0602,3.5727,1.9605,5.2286,1
14.9696,15.387,0.9058,5.9715,3.3734,2.1653,5.3788,1
16.0413,14.555,0.9323,6.1594,3.5027,2.0717,5.5624,1
15.4975,15.5155,0.8612,5.9251,3.3641,2.2269,5.1248,1
15.7694,15.0352,0.8967,6.0422,3.4334,2.1493,5.3436,1
