@RELATION seeds

@ATTRIBUTE area	REAL
@ATTRIBUTE perimeter	REAL
@ATTRIBUTE compactness	REAL
@ATTRIBUTE kernel_length	REAL
@ATTRIBUTE kernel_width	REAL
@ATTRIBUTE asymmetry	REAL
@ATTRIBUTE kernel_groove_length	REAL
@ATTRIBUTE class {1,2,3}

@DATA
15.6659,14.9943,0.8996,5.8229,3.4537,2.2161,5.1474,1
15.1471,15.1617,0.8777,5.862,3.2989,2.1329,5.4563,1
15.4065,15.078,0.8886,5.8424,3.3763,2.1745,5.3018,1
14.9517,14.9809,0.88,5.9162,3.4388,2.2321,5.044,1
15.7484,14.2969,0.8361,5.8266,3.2432,2.2761,5.3346,1
15.35,14.6389,0.858,5.8713,3.341,2.2541,5.1892,1
15.8307,15.3549,0.8432,5.6621,3.3315,2.286,5.34,1
14.8932,14.7817,0.8847,5.629,3.1816,2.2594,5.2713,1
15.3619,15.0683,0.8639,5.6455,3.2565,2.2727,5.3056,1
15.6521,15.1011,0.8698,6.02,3.2152,2.3,5.3823,1
15.1605,14.8603,0.8416,5.7607,3.3634,2.0829,5.2421,1
15.4063,14.9807,0.8557,5.8903,3.2893,2.1914,5.3122,1
15.6247,14.9809,0.8682,6.0459,3.3375,2.28,5.0346,1
15.6415,14.6769,0.8682,5.6391,3.208,2.2428,5.0182,1
15.6331,14.8289,0.8682,5.8424,3.2727,2.2614,5.0264,1
15.3637,14.2597,0.9145,5.9474,3.2361,2.2261,5.0346,1
15.2406,15.1748,0.8581,5.9735,3.3018,2.1329,5.3881,1
15.3021,14.7172,0.8863,5.9604,3.2689,2.1795,5.2113,1
15.5285,14.5535,0.8541,5.9733,3.4239,2.1401,5.1239,1
15.9088,14.4279,0.8839,5.8266,3.337,2.2661,5.2421,1
15.7186,14.4907,0.869,5.8999,3.3804,2.2031,5.183,1
14.8693,15.0611,0.898,5.6102,3.4776,2.282,5.3024,1
15.548,15.1617,0.9027,5.9988,3.2666,2.3727,5.0085,1
15.2086,15.1114,0.9003,5.8045,3.3721,2.3273,5.1554,1
15.5148,15.1011,0.891,5.9629,3.4597,2.33,5.2648,1
15.2139,15.1486,0.8902,5.9279,3.3928,2.2927,5.174,1
15.3643,15.1248,0.8906,5.9454,3.4262,2.3113,5.2194,1
15.0616,14.7005,0.8824,5.5687,3.3136,2.262,5.1709,1
14.8932,15.0438,0.8988,5.6948,3.4514,2.1862,5.0718,1
14.9774,14.8721,0.8906,5.6317,3.3825,2.2241,5.1213,1
16.023,15.0477,0.9051,5.797,3.2033,2.1381,5.2273,1
14.7328,14.3624,0.8432,5.938,3.2461,2.1063,5.2373,1
15.3779,14.705,0.8741,5.8675,3.2247,2.1222,5.2323,1
14.8693,15.0076,0.9059,5.6206,3.2719,2.2041,5.3964,1
14.666,14.3493,0.862,5.8215,3.3077,2.2062,5.3541,1
14.7676,14.6784,0.8839,5.721,3.2898,2.2051,5.3752,1
15.7071,15.1412,0.84,5.937,3.4656,2.1781,5.3776,1
15.1337,15.4238,0.8824,5.5885,3.2432,2.073,5.4514,1
15.4204,15.2825,0.8612,5.7627,3.3544,2.1255,5.4145,1
15.4873,14.42,0.8596,5.8073,3.2808,2.1461,5.0487,1
15.9355,15.1617,0.8612,5.857,3.2168,2.1662,5.3687,1
15.7114,14.7908,0.8604,5.8321,3.2488,2.1561,5.2087,1
15.295,15.2614,0.9027,5.7036,3.2123,2.294,5.0863,1
15.548,14.9914,0.9106,5.7708,3.3224,2.3094,5.3687,1
15.4215,15.1264,0.9066,5.7371,3.2673,2.3017,5.2274,1
15.4461,14.2998,0.9051,6.02,3.4448,2.1361,5.3776,1
15.6549,14.8734,0.8432,5.7455,3.4514,2.3194,5.0474,1
15.5505,14.5866,0.8741,5.8827,3.4481,2.2277,5.2125,1
15.5835,14.9676,0.8518,5.5376,3.1914,2.2141,5.1427,1
15.8153,15.3845,0.9012,6.014,3.4485,2.406,5.1886,1
15.6994,15.176,0.8765,5.7758,3.3199,2.31,5.1656,1
14.9792,14.3265,0.8996,5.5324,3.4597,2.1521,5.2367,1
15.5747,14.8996,0.8494,5.7962,3.2403,2.3793,5.0669,1
15.2769,14.613,0.8745,5.6643,3.35,2.2657,5.1518,1
15.3637,14.3398,0.8957,6.0355,3.1974,2.1681,5.1098,1
15.8554,14.7817,0.9082,5.8316,3.2021,2.346,5.4222,1
15.6095,14.5607,0.9019,5.9335,3.1997,2.257,5.266,1
15.1989,15.1813,0.8988,5.6984,3.3404,2.2361,5.1286,1
15.6816,15.3976,0.909,5.5631,3.4192,2.3826,5.3541,1
15.4402,15.2894,0.9039,5.6307,3.3798,2.3093,5.2413,1
15.5972,15.0076,0.8941,5.9526,3.2719,2.2281,5.3447,1
15.2006,14.4148,0.8855,5.634,3.4602,2.0763,5.3297,1
15.3989,14.7112,0.8898,5.7933,3.366,2.1521,5.3371,1
15.1028,14.5402,0.8957,5.6569,3.3762,2.282,5.2883,1
15.8153,15.45,0.8612,5.5783,3.3928,2.2761,5.3979,1
15.459,14.9951,0.8784,5.6175,3.3845,2.279,5.3431,1
15.0753,14.7939,0.9035,5.9007,3.2123,2.2221,5.4434,1
15.6415,15.3189,0.9137,5.5631,3.2461,2.2028,5.1302,1
15.3584,15.0564,0.9086,5.7318,3.2292,2.2124,5.2867,1
15.1714,14.3933,0.8714,6.0407,3.3375,2.25,5.0158,1
14.8665,14.4541,0.9067,5.6391,3.2051,2.2794,5.3687,1
15.0189,14.4237,0.889,5.8399,3.2713,2.2647,5.1922,1
15.295,14.4333,0.8745,6.0252,3.3792,2.1641,5.0487,1
15.7885,15.2665,0.902,5.634,3.3664,2.2694,5.0718,1
15.5417,14.8499,0.8882,5.8296,3.3728,2.2167,5.0602,1
15.8581,15.4217,0.8447,5.548,3.4507,2.252,5.0816,1
15.7885,14.8996,0.8549,5.9076,3.1816,2.1296,5.4757,1
15.8233,15.1606,0.8498,5.7278,3.3161,2.1908,5.2786,1
15.3912,14.3799,0.8361,5.5739,3.3076,2.1381,5.2883,1
15.4945,15.1748,0.8635,5.8012,3.4133,2.3993,5.2567,1
15.4428,14.7773,0.8498,5.6875,3.3604,2.2687,5.2725,1
15.9817,15.3148,0.9067,5.6777,3.3315,2.298,5.3118,1
15.8954,15.0176,0.8581,5.8975,3.4544,2.1329,5.3492,1
15.9385,15.1662,0.8824,5.7875,3.3929,2.2154,5.3305,1
15.4736,15.021,0.8871,5.6206,3.3047,2.2381,5.4575,1
15.695,15.5155,0.9027,5.7354,3.3576,2.0829,5.0328,1
15.5843,15.2682,0.8949,5.678,3.3311,2.1605,5.2451,1
16.0092,15.435,0.909,5.9733,3.409,2.288,5.0299,1
14.7195,15.3058,0.8957,5.553,3.2461,2.1629,5.0815,1
15.3643,15.3704,0.9023,5.7631,3.3275,2.2254,5.0557,1
15.295,15.4617,0.9027,5.6258,3.1825,2.326,5.1897,1
15.548,14.2576,0.9121,5.6138,3.2549,2.2961,5.1886,1
15.4215,14.8596,0.9074,5.6198,3.2187,2.311,5.1891,1
15.3088,14.7005,0.9067,5.8748,3.2242,2.2181,5.2977,1
14.8665,14.4541,0.8949,5.6492,3.208,2.2161,5.2129,1
15.0876,14.5773,0.9008,5.762,3.2161,2.2171,5.2553,1
15.8719,15.2213,0.9114,5.8073,3.2152,2.33,5.185,1
15.5213,14.5197,0.851,5.7303,3.2901,2.3127,5.1496,1
15.6966,14.8705,0.8812,5.7688,3.2526,2.3213,5.1673,1
16.0092,15.3816,0.9004,6.0459,3.3524,2.2181,5.34,1
15.0536,14.4148,0.8604,5.9735,3.3341,2.2361,5.0377,1
15.5314,14.8982,0.8804,6.0096,3.3432,2.2271,5.1888,1
15.7757,14.2597,0.8408,5.7606,3.2838,2.2341,5.0299,1
15.0536,14.9258,0.8471,5.6796,3.3282,2.0863,5.3443,1
15.4146,14.5927,0.8439,5.7201,3.306,2.1602,5.187,1
15.9955,14.6604,0.9012,5.8851,3.4746,2.1341,5.2601,1
15.8153,14.7162,0.8651,6.0089,3.4192,2.3793,5.32,1
15.9054,14.6883,0.8831,5.947,3.4469,2.2567,5.29,1
15.7483,14.647,0.8745,6.0407,3.3315,2.318,5.3447,1
15.0402,14.7555,0.8926,6.0039,3.2666,2.0796,5.4271,1
15.3942,14.7012,0.8835,6.0222,3.299,2.1988,5.3858,1
15.2676,14.5803,0.8494,5.7866,3.4328,2.2301,5.3964,1
15.9489,14.6245,0.8777,5.5935,3.1845,2.2428,5.1886,1
15.6082,14.6024,0.8635,5.69,3.3086,2.2364,5.2925,1
14.9105,14.2597,0.8573,6.0252,3.2987,2.2281,5.0112,1
14.7328,15.4893,0.8933,5.8671,3.2813,2.2461,5.0085,1
14.8216,14.8745,0.8753,5.9461,3.29,2.2371,5.0098,1
14.938,14.8874,0.8369,5.8592,3.3166,2.1681,5.1004,1
14.8264,15.1355,0.9106,5.7607,3.2168,2.326,5.4125,1
14.8822,15.0114,0.8737,5.8099,3.2667,2.247,5.2564,1
15.4049,15.208,0.8369,6.02,3.3225,2.316,5.4622,1
15.6683,15.2796,0.9082,5.9937,3.2021,2.3127,5.174,1
15.5366,15.2438,0.8725,6.0068,3.2622,2.3143,5.3181,1
15.9817,14.4333,0.9074,5.8384,3.4567,2.1321,5.3588,1
15.3609,14.2838,0.8973,5.9228,3.2813,2.1962,5.0523,1
15.6713,14.3585,0.9023,5.8805,3.369,2.1641,5.2055,1
14.9792,14.5268,0.8698,6.0096,3.1854,2.1661,5.434,1
15.2674,14.5065,0.8424,5.7759,3.3106,2.3593,5.3589,1
15.1233,14.5166,0.8561,5.8927,3.248,2.2627,5.3964,1
15.7345,14.4333,0.8432,6.0459,3.2301,2.306,5.0769,1
15.4545,15.0307,0.9114,5.6999,3.2637,2.1962,5.2957,1
15.5945,14.732,0.8773,5.8728,3.2469,2.2511,5.1863,1
15.7483,14.6337,0.9027,5.8177,3.3941,2.254,5.091,1
16.0024,15.1617,0.8973,5.6391,3.4192,2.2428,5.135,1
15.8753,14.8977,0.9,5.7284,3.4066,2.2484,5.1129,1
15.3912,15.3549,0.9106,5.6362,3.251,2.294,5.293,1
15.5079,15.0438,0.8753,5.9127,3.4749,2.2761,5.1302,1
